name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Crucial Ballistix Sport LT 4 GB,,"4,2400","1,4",,Red,13.333,16
GeIL Pristine 16 GB,,"4,2400","1,16",,Black,13.333,16
TEAMGROUP T-Force Dark Za 16 GB,,"4,3200","2,8",,Black / Silver,10,16
Micron MTA18ADF2G72AZ-3G2E1 16 GB,,"4,3200","1,16",,Black / Green,13.75,22
TEAMGROUP T-Force Vulcan Z 16 GB,50.01,"4,3600","1,16",3.126,Gray / Black,10,18
Thermaltake TOUGHRAM XG RGB D5 32 GB,,"5,5600","2,16",,Black / Silver,12.857,36
Kingston FURY Renegade 16 GB,129.6,"5,7200","1,16",8.1,White / Silver,10.556,38
Acer Predator Pallas II 64 GB,,"5,6000","2,32",,Black,10,30
TEAMGROUP T-Force Delta RGB 2 GB,,"5,5600","1,2",,Black,12.857,36
G.Skill Ripjaws 64 GB,189.99,"5,5600","2,32",2.969,Black,14.286,40
TEAMGROUP Elite 16 GB,38.99,"5,5600","1,16",2.437,Black,16.429,46
Crucial CT16G48C40S5 16 GB,39.99,"5,4800","1,16",2.499,Black,16.667,40
Silicon Power SU064GBSVU480F22AB 64 GB,137.99,"5,4800","2,32",2.156,Black,16.667,40
Corsair Vengeance 32 GB,98.89,"5,6000","2,16",3.09,White / Gray,12,36
Mushkin Redline Lumina 64 GB,281.02,"4,3200","2,32",4.391,Black,8.75,14
Patriot Viper 4 Blackout 32 GB,,"4,3600","2,16",,Black,10,18
G.Skill Trident Z RGB 128 GB,,"4,3600","4,32",,Black,8.889,16
G.Skill Flare X5 48 GB,119.99,"5,5600","2,24",2.5,Black,14.286,40
G.Skill Ripjaws M5 RGB 32 GB,104.99,"5,5600","2,16",3.281,Black,10.714,30
Mushkin Redline Lumina 16 GB,55.69,"4,3600","2,8",3.481,Black,10,18
G.Skill Trident Z5 RGB 48 GB,208.71,"5,6000","2,24",4.348,Black,13.333,40
G.Skill Value 16 GB,33.44,"3,1333","2,8",2.09,Black,13.503,9
Corsair Vengeance LP 16 GB,75.98,"3,1600","2,8",4.749,Black / Yellow,11.25,9
Silicon Power SP032GBLFU320X02 32 GB,,"4,3200","1,32",,,13.75,22
Crucial Ballistix Sport 32 GB,164.99,"3,1600","4,8",5.156,Black / Silver,11.25,9
Kingston KVR1333D3N9K4/32G 32 GB,225,"3,1333","4,8",7.031,Green,13.503,9
Corsair Vengeance RGB RS 16 GB,40.99,"4,3600","1,16",2.562,Black,10,18
Timetec PINNACLE Konduit 8 GB,19.99,"4,3200","1,8",2.499,White,10,16
Kingston FURY Renegade 24 GB,172.62,"5,7200","1,24",7.192,Silver / Black,10.556,38
Kingston ValueRAM 2 GB,15.4,"2,667","1,2",7.7,Green,14.993,5
Crucial CT2K51264BD160BJ 8 GB,19,"3,1600","2,4",2.375,Black / Green,13.75,11
Kingston KCP316ND8/8 8 GB,16.85,"3,1600","1,8",2.106,Black / Green,13.75,11
Corsair Vengeance RGB 32 GB,264.82,"4,3000","4,8",8.276,Black,10,15
Corsair Vengeance RGB Pro 16 GB,52.99,"4,2933","2,8",3.312,Black,10.91,16
Crucial CT2K8G4DFS832A 16 GB,50.4,"4,3200","2,8",3.15,Green / Black,13.75,22
Crucial Ballistix 16 GB,,"4,3200","2,8",,Black,10,16
Corsair Vengeance RGB Pro SL 16 GB,50.99,"4,3200","2,8",3.187,Black,10,16
Corsair Dominator Platinum RGB 64 GB,211.99,"5,5600","2,32",3.312,Black,14.286,40
G.Skill Sniper X 32 GB,76.69,"4,3600","2,16",2.397,Black / White,10.556,19
Kingston Fury Beast RGB Special Edition 8 GB,35.82,"4,3600","1,8",4.478,White,9.444,17
Timetec PINNACLE Konduit RGB 8 GB,21.99,"4,3600","1,8",2.749,White,10,18
Kingston KHX1600C9D3/4G 4 GB,,"3,1600","1,4",,Blue / Silver,11.25,9
Kingston KVR21R15S4K4/32 32 GB,128.84,"4,2133","4,8",4.026,Black / Green,14.065,15
Corsair Vengeance LPX 32 GB,,"4,3200","2,16",,Red,10,16
Corsair Vengeance LED 16 GB,,"4,3200","2,8",,Black / Red,10,16
G.Skill Trident Z 16 GB,,"4,3600","2,8",,Silver / Red,8.333,15
Apacer Panther Silver 16 GB,,"4,2400","2,8",,Black / Silver,13.333,16
ADATA XPG Z1 16 GB,,"4,3200","1,16",,Yellow / Black,10,16
Crucial CT4K16G4WFD8266 64 GB,,"4,2666","4,16",,Green,14.254,19
Kingston HyperX Fury 8 GB,,"4,2666","1,8",,Black / Silver,12.003,16
Crucial CT4K16G4VFS4266 64 GB,,"4,2666","4,16",,Green / Black,14.254,19
Kingston KSM24ES8/8ME 8 GB,,"4,2400","1,8",,Green / Black,14.167,17
Corsair Vengeance LPX 128 GB,,"4,4000","8,16",,Black / Yellow,9.5,19
Kingston HyperX Fury 8 GB,,"4,3200","2,4",,Black,11.25,18
Crucial Ballistix 16 GB,,"4,3600","2,8",,Red,8.889,16
Kingston HyperX Fury RGB 32 GB,,"4,3600","2,16",,Black / Silver,9.444,17
OLOy OWL 32 GB,,"4,3200","2,16",,Orange,10,16
Corsair Dominator Platinum RGB 32 GB,,"5,4800","2,16",,Black,14.167,34
G.Skill Trident Z Royal 64 GB,,"4,4600","2,32",,Silver,8.696,20
ADATA XPG LANCER RGB 32 GB,,"5,6000","2,16",,Black,13.333,40
Kingston ValueRAM 8 GB,23.39,"4,2666","1,8",2.924,Green,14.254,19
Kingston FURY Beast RGB 16 GB,,"5,6000","1,16",,Black,12,36
OLOy Blade RGB 32 GB,,"5,7200","2,16",,Black,8.889,32
PNY Performance 32 GB,103.2,"4,3200","1,32",3.225,Black,13.75,22
G.Skill Flare X5 64 GB,,"5,6000","2,32",,Black,10.667,32
Acer Predator Vesta II RGB 32 GB,,"5,6000","2,16",,Black,10.667,32
Silicon Power XPOWER Storm RGB 64 GB,,"5,7600","2,32",,Black,9.474,36
TEAMGROUP T-Force Delta RGB 16 GB,,"5,5200","1,16",,White,15.385,40
Kingston Server Premier 16 GB,69,"4,3200","1,16",4.312,,13.75,22
G.Skill Trident Z5 32 GB,89.99,"5,5600","2,16",2.812,Black,12.857,36
TEAMGROUP Elite 16 GB,25.99,"4,2666","1,16",1.624,Black,14.254,19
G.Skill Trident Z RGB 64 GB,227.94,"4,3600","2,32",3.562,Black,8.889,16
TEAMGROUP T-Force Vulcan 32 GB,92.99,"5,5600","2,16",2.906,Red,11.429,32
Crucial CT2K32G52C42S5 64 GB,186.4,"5,5200","2,32",2.913,Black,16.154,42
TEAMGROUP T-Force Vulcan Z 64 GB,,"4,3600","2,32",,Red,10,18
G.Skill Trident Z 32 GB,98.12,"4,3600","2,16",3.066,Black / White,9.444,17
TEAMGROUP T-Force DELTAα RGB 32 GB,,"5,6000","2,16",,Black,10,30
G.Skill Trident Z5 RGB 32 GB,,"5,6000","2,16",,Silver / Black,13.333,40
G.Skill Sniper Gaming 16 GB,,"3,1866","2,8",,Black / Red,10.718,10
Kingston FURY Renegade 16 GB,115.5,"5,8000","1,16",7.219,Silver / White,9.5,38
G.Skill Aegis 16 GB,32.86,"4,2400","1,16",2.054,Black / Red,12.5,15
Silicon Power SP008GLSTU160N02 8 GB,16.98,"3,1600","1,8",2.123,Green,13.75,11
Kingston Fury Renegade RGB 32 GB,199.99,"5,7600","2,16",6.25,Silver / White,10,38
Kingston FURY Renegade 32 GB,110.99,"5,6000","1,32",3.468,Silver / Black,10.667,32
Kingston FURY Beast RGB 32 GB,131.76,"5,6400","1,32",4.117,Black,10,32
G.Skill Ripjaws V 16 GB,38.49,"4,2400","2,8",2.406,Silver,12.5,15
Micron MT16KTF1G64AZ-1G6E1 8 GB,18.98,"3,1600","1,8",2.373,Green,13.75,11
Corsair Vengeance RGB Pro 16 GB,64.98,"4,3200","2,8",4.061,Black,10,16
Thermaltake TOUGHRAM Z-ONE RGB 16 GB,129.98,"4,3200","2,8",8.124,Black,10,16
G.Skill Trident Z5 RGB 32 GB,113.99,"5,5600","2,16",3.562,Silver / Black,12.857,36
G.Skill Ripjaws S5 32 GB,,"5,5600","2,16",,White,14.286,40
Patriot Viper Elite 5 RGB 32 GB,99.99,"5,6600","2,16",3.125,White,10.909,36
V-Color TRA532G72D834O 256 GB,2979.99,"5,7200","8,32",11.641,Black,9.444,34
G.Skill Ripjaws X 8 GB,24.2,"3,1600","1,8",3.025,Black / Red,12.5,10
G.Skill Aegis 32 GB,,"4,2400","2,16",,Red / Black,14.167,17
TEAMGROUP Elite Plus 32 GB,70.98,"5,4800","1,32",2.218,Black,16.667,40
Corsair Vengeance LPX 8 GB,33.88,"4,2666","2,4",4.235,Red,11.253,15
Corsair Vengeance RGB Pro 64 GB,,"4,3600","4,16",,White,10,18
TEAMGROUP T-Force Dark 16 GB,,"4,2400","2,8",,Red / Black,11.667,14
G.Skill Ripjaws V 256 GB,,"4,3600","8,32",,Black,10,18
Timetec 75TT36NU2R8-16GK2 32 GB,105.99,"4,3600","2,16",3.312,Blue,10,18
Crucial CT2K16G4DFRA266 32 GB,76.98,"4,2666","2,16",2.406,Green,14.254,19
Acer Predator Vesta II RGB 64 GB,,"5,6000","2,32",,Silver,10,30
Kingston FURY Beast RGB 16 GB,75.76,"5,6400","1,16",4.735,Black,10,32
VisionTek Adrenaline 4 GB,,"2,800","1,4",,Green,15,6
Corsair Vengeance Pro 16 GB,,"3,2400","2,8",,Black / Gold,9.167,11
Kingston HyperX Fury 8 GB,,"3,1866","2,4",,Black / Silver,10.718,10
Kingston HyperX Fury 8 GB,,"3,1866","2,4",,White / Silver,10.718,10
TEAMGROUP Elite Plus 8 GB,,"4,2400","1,8",,Black / Gold,13.333,16
GeIL Dragon RAM 16 GB,,"4,3200","2,8",,White / Gold,10,16
Crucial CT2K8G4DFD824A 16 GB,37,"4,2400","2,8",2.312,Green,14.167,17
ADATA XPG GAMMIX D10 8 GB,,"4,2666","1,8",,Red / White,12.003,16
Kingston KSM26ED8/16ME 16 GB,,"4,2666","1,16",,Green,14.254,19
GeIL EVO X II AMD 16 GB,,"4,3200","2,8",,Black,10,16
Patriot Signature Premium 8 GB,,"4,2666","2,4",,Black,14.254,19
OLOy MD4U082616BJDA 16 GB,,"4,2666","2,8",,Black,12.003,16
Corsair Vengeance LPX 32 GB,,"4,3600","2,16",,Black,10.556,19
G.Skill Trident Z Royal Elite 32 GB,,"4,4800","2,16",,Silver,8.333,20
Kingston FURY Beast 16 GB,99.98,"5,6000","1,16",6.249,Black / Silver,13.333,40
ADATA XPG Z1 32 GB,,"4,3200","2,16",,Silver,10,16
Lexar Hades OC 16 GB,,"4,3200","1,16",,Gray / Black,11.25,18
ADATA XPG GAMMIX D45 32 GB,,"4,3600","2,16",,White,10,18
Kingston FURY Renegade 32 GB,152.76,"5,6800","2,16",4.774,White / Silver,10.588,36
Lexar Ares RGB 32 GB,,"5,5600","2,16",,Black,11.429,32
PNY XLR8 Gaming MAKO RGB 32 GB,,"5,6400","2,16",,Black,12.5,40
TEAMGROUP T-Force Delta RGB 16 GB,,"5,6000","1,16",,White,12.667,38
Klevv Urbane V RGB 64 GB,,"5,6400","2,32",,White,9.375,30
Klevv CRAS V RGB ROG CERTIFIED 48 GB,,"5,7200","2,24",,White / Black,9.444,34
G.Skill Ripjaws M5 Neo RGB 32 GB,87.99,"5,6000","2,16",2.75,White,12,36
Kingston Fury Renegade RGB 16 GB,109.25,"5,6800","1,16",6.828,Silver / Black,10.588,36
G.Skill Trident Z5 RGB 48 GB,174.99,"5,7200","2,24",3.646,Silver / Black,10,36
G.Skill Trident Z Neo 64 GB,421,"4,3600","4,16",6.578,Silver / Black,10,18
Kingston FURY Renegade Pro 128 GB,784.3,"5,6000","4,32",6.127,Black,10.667,32
G.Skill Ares 8 GB,35.83,"3,2400","2,4",4.479,Black / Blue,9.167,11
Kingston FURY Beast 16 GB,68.09,"5,6400","1,16",4.256,White,10,32
G.Skill Trident Z RGB 128 GB,375.84,"4,3200","4,32",2.936,,8.75,14
Corsair WS 64 GB,461.99,"5,6400","4,16",7.219,Black,10,32
Kingston Fury Renegade RGB 16 GB,123.91,"5,8000","1,16",7.744,Silver / Black,9.5,38
Kingston FURY Renegade 64 GB,255.47,"5,6400","2,32",3.992,Silver / White,10,32
G.Skill NT 16 GB,,"4,2400","2,8",,,14.167,17
Silicon Power SP016GBLFU320X02 16 GB,,"4,3200","1,16",,,13.75,22
G.Skill Ripjaws M5 RGB 96 GB,249.99,"5,5600","2,48",2.604,Black,14.286,40
Crucial Ballistix Tactical 8 GB,19.98,"3,1600","2,4",2.498,Black / Yellow,10,8
G.Skill Trident Z RGB 32 GB,,"4,4000","4,8",,Black,8.5,17
Kingston HyperX Fury 32 GB,,"4,3200","1,32",,Black,10,16
Timetec PINNACLE Konduit 32 GB,54.99,"4,3200","1,32",1.718,White,10,16
Corsair Vengeance LPX 8 GB,,"4,2133","2,4",,Black / Yellow,14.065,15
Kingston HyperX Fury 16 GB,,"4,2666","2,8",,Black / White,11.253,15
Corsair Vengeance LPX 16 GB,,"4,2400","2,8",,Red,13.333,16
Gigabyte AORUS RGB 16 GB,,"4,3333","2,8",,Gray,10.801,18
Corsair Vengeance RGB 64 GB,,"5,5600","2,32",,Black / Gray,14.286,40
ADATA XPG CASTER RGB 32 GB,,"5,6000","2,16",,Black / Silver,13.333,40
Corsair Vengeance 24 GB,,"3,1600","6,4",,Black / Silver,11.25,9
G.Skill F3-12800CL9D-4GBSQ 4 GB,19.92,"3,1600","2,2",4.98,Green,11.25,9
Kingston KVR16LN11K2/8 8 GB,62.36,"3,1600","2,4",7.795,Black / Green,13.75,11
Kingston HyperX Fury 4 GB,,"4,2400","1,4",,Black / White,12.5,15
Kingston HyperX Fury 8 GB,,"4,2400","1,8",,Black / White,12.5,15
G.Skill NT 8 GB,51,"4,2133","1,8",6.375,Black,14.065,15
Corsair Vengeance LPX 64 GB,,"4,3333","4,16",,Black / Yellow,9.601,16
G.Skill Trident Z RGB 16 GB,,"4,4266","2,8",,Multicolor,8.908,19
Crucial Ballistix Sport LT 16 GB,,"4,2400","1,16",,Red,13.333,16
Kingston HyperX Fury 16 GB,,"4,2400","2,8",,Red,12.5,15
TEAMGROUP T-Force Delta RGB 16 GB,,"4,2400","2,8",,White,12.5,15
Corsair Vengeance LPX 64 GB,,"4,2133","4,16",,Red / Black,12.189,13
Corsair Vengeance LPX 64 GB,,"4,3733","4,16",,Black / Yellow,9.108,17
ADATA XPG GAMMIX D10 8 GB,,"4,2400","1,8",,Red / White,13.333,16
G.Skill Flare X 32 GB,,"4,3200","4,8",,Black,8.75,14
TEAMGROUP T-Force Dark Z 16 GB,,"4,3200","2,8",,Silver / Black,10,16
Kingston HyperX Predator RGB 8 GB,,"4,3200","1,8",,Black,10,16
Crucial Ballistix 16 GB,,"4,2400","2,8",,Black,13.333,16
Corsair Vengeance RGB Pro 16 GB,,"4,3200","1,16",,Black,10,16
G.Skill Ripjaws V 256 GB,,"4,3200","8,32",,Black,8.75,14
OLOy Blade RGB 16 GB,,"4,3200","2,8",,Black,10,16
G.Skill Trident Z Royal Elite 16 GB,,"4,5333","2,8",,Gold,8.251,22
TEAMGROUP T-Force Delta RGB 32 GB,,"4,4000","2,16",,Black,9,18
Kingston FURY Beast 32 GB,,"4,3733","2,16",,Black,10.179,19
Corsair Vengeance RGB RT 16 GB,64.98,"4,3200","2,8",4.061,Black,10,16
Timetec PINNACLE Konduit 16 GB,27.99,"4,3200","1,16",1.749,Black,10,16
ADATA XPG CASTER RGB 16 GB,,"5,6000","1,16",,Black / Silver,13.333,40
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,,"5,6400","2,16",,Black,12.5,40
ADATA XPG LANCER RGB 16 GB,,"5,6000","1,16",,White,10,30
V-Color TRA548G72D834Q 192 GB,,"5,7200","4,48",,White,9.444,34
Klevv CRAS V RGB 64 GB,,"5,6400","2,32",,White,10,32
Acer Predator Hera RGB 32 GB,,"5,8000","2,16",,Black,9,36
Samsung M393B2G70DB0-YK0 16 GB,20.23,"3,1600","1,16",1.264,Black / Green,13.75,11
Corsair Vengeance 64 GB,109.99,"4,3200","2,32",1.719,Black,13.75,22
G.Skill Trident Z Royal 16 GB,,"4,4000","2,8",,Gold,7.5,15
Corsair Dominator Platinum RGB 32 GB,137.99,"5,5600","2,16",4.312,Gray / Black,12.857,36
Corsair Vengeance RGB Pro 16 GB,62.99,"4,3600","2,8",3.937,Black,10,18
Crucial CT2K8G4DFRA266 16 GB,35,"4,2666","2,8",2.188,Green,14.254,19
Mushkin Enhanced Essentials 32 GB,59.72,"4,3200","2,16",1.866,Black,13.75,22
G.Skill Ripjaws M5 RGB 32 GB,101.49,"5,6000","2,16",3.172,White,10.667,32
G.Skill Trident Z 16 GB,,"4,4400","2,8",,Black,8.636,19
Corsair Vengeance RGB Pro 32 GB,,"4,3000","2,16",,Black,10,15
Kingston Fury Renegade RGB 64 GB,535.76,"4,3600","4,16",8.371,Black / Silver,8.889,16
Kingston Fury Renegade RGB 16 GB,155.69,"5,8000","1,16",9.731,Silver / White,9.5,38
G.Skill Ripjaws M5 Neo RGB 48 GB,,"5,6000","2,24",,Black,10,30
G.Skill Trident Z RGB 64 GB,116.98,"4,2666","2,32",1.828,Black,13.503,18
TEAMGROUP T-Create Classic 64 GB,119.99,"4,3200","2,32",1.875,Silver,13.75,22
G.Skill Trident Z5 RGB 32 GB,,"5,5600","2,16",,Black,14.286,40
Corsair Vengeance RGB RT 32 GB,114.99,"4,3600","4,8",3.593,Black,10,18
Kingston FURY Beast 32 GB,141.88,"4,2666","2,16",4.434,Black,12.003,16
Kingston KSM48R40BD8KMM-32HMR 32 GB,184.07,"5,4800","1,32",5.752,Green,16.667,40
Crucial CT2KIT25664AA1067 4 GB,,"2,1066","2,2",,Green,13.133,7
Corsair XMS3 16 GB,,"3,1600","2,8",,Black / Silver,11.25,9
Corsair CMV16GX3M2A1333C9 16 GB,48.7,"3,1333","2,8",3.044,Green,13.503,9
G.Skill Ripjaws V 16 GB,,"4,3200","2,8",,Black,10,16
Corsair Vengeance RGB Pro 16 GB,,"4,3200","2,8",,Black,8.75,14
G.Skill Trident Z RGB 128 GB,,"4,3000","8,16",,Black,9.333,14
Kingston FURY Beast RGB 32 GB,111.8,"5,5600","1,32",3.494,Black,12.857,36
Corsair XMS3 4 GB,35.79,"3,1333","1,4",8.947,Black / White,13.503,9
G.Skill F3-12800CL9S-2GBSQ 2 GB,12.51,"3,1600","1,2",6.255,Green,11.25,9
G.Skill Ares 16 GB,60.49,"3,1600","4,4",3.781,Black / Orange,11.25,9
Transcend JetRam 8 GB,55.24,"3,1600","1,8",6.905,Black / Green,13.75,11
Corsair Vengeance Pro 32 GB,,"3,2800","4,8",,Black / Red,8.571,12
G.Skill Ripjaws 4 64 GB,139.34,"4,2133","8,8",2.177,Red,14.065,15
Crucial Ballistix Elite 8 GB,,"4,2666","1,8",,Black,12.003,16
Kingston HyperX Fury 4 GB,,"4,2133","1,4",,Black / White,13.127,14
Kingston ValueRAM 4 GB,,"4,2133","1,4",,Black / Gray,14.065,15
PNY MD16384KD3-1600-NHS-V2 16 GB,,"3,1600","2,8",,Black / Green,13.75,11
G.Skill Aegis 4 GB,17.13,"4,2400","1,4",4.282,Black / Red,12.5,15
Corsair Dominator Platinum 64 GB,,"4,3200","4,16",,Black / Silver,10,16
Crucial Ballistix Sport AT 16 GB,89.99,"4,2666","1,16",5.624,Silver / Black,12.003,16
ADATA XPG SPECTRIX D41 16 GB,,"4,3200","2,8",,Black / White,10,16
Crucial Ballistix Sport LT 32 GB,,"4,3200","4,8",,Silver / Black,10,16
Crucial Ballistix Sport LT 16 GB,,"4,3000","1,16",,Silver / Black,10,15
Corsair Dominator Platinum RGB 16 GB,,"4,4800","2,8",,Black,7.5,18
Corsair Vengeance LPX 64 GB,,"4,3600","4,16",,Black,10,18
TEAMGROUP T-Force Vulcan Z 16 GB,,"4,2666","2,8",,Red,13.503,18
Kingston HyperX Fury 64 GB,,"4,3200","4,16",,Black,10,16
Crucial Ballistix 16 GB,,"4,3000","2,8",,White,10,15
GeIL GeIL EVO POTENZA AMD 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model GAPB432GB3200C16ADC 32 GB,,"4,3200","2,16",,Black,10,16
Kingston HyperX Fury RGB 32 GB,,"4,3733","2,16",,Black / Silver,10.179,19
HP V10 RGB 32 GB,,"4,3200","2,16",,Silver / Black,8.75,14
Kingston FURY Renegade 64 GB,190.03,"4,3200","2,32",2.969,Black,10,16
Kingston FURY Renegade 32 GB,,"4,4000","2,16",,Black,9.5,19
Kingston FURY Beast RGB 32 GB,,"4,3600","4,8",,Black / Silver,9.444,17
TEAMGROUP T-Force Vulcan 32 GB,,"5,4800","2,16",,Black,15,36
ADATA XPG GAMMIX D45 32 GB,,"4,3200","2,16",,Black,10,16
PNY XLR8 Gaming EPIC-X RGB 16 GB,,"4,3200","2,8",,White,10,16
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,,"5,6000","2,16",,Black,12.667,38
Silicon Power XPOWER Storm RGB 64 GB,,"5,7200","2,32",,White,9.444,34
Acer Predator Hera RGB 48 GB,,"5,8400","2,24",,Silver,9.524,40
Crucial CT8G4SFS824A 8 GB,14.99,"4,2400","1,8",1.874,Green / Black,14.167,17
Crucial CT32G4RFD424A 32 GB,40.9,"4,2400","1,32",1.278,,14.167,17
Kingston ValueRAM 16 GB,34.47,"4,3200","1,16",2.154,,13.75,22
Kingston FURY Beast RGB 32 GB,131.22,"5,6000","2,16",4.101,Black,10,30
G.Skill Ripjaws M5 Neo RGB 32 GB,112.98,"5,6400","2,16",3.531,Black,10,32
Patriot Viper 4 32 GB,,"4,3200","2,16",,Red / Black,10,16
TEAMGROUP T-Force Vulcan 16 GB,92.32,"5,5200","1,16",5.77,Black,15.385,40
G.Skill Ripjaws 32 GB,73.8,"4,2400","4,8",2.306,Red,12.5,15
Kingston KVR21R15D4/16 16 GB,24.98,"4,2133","1,16",1.561,Black / Green,14.065,15
G.Skill Trident Z5 RGB 32 GB,109.99,"5,5600","2,16",3.437,Black,10.714,30
Kingston FURY Beast 32 GB,158.43,"5,6400","1,32",4.951,Black,10,32
G.Skill Ripjaws 4 16 GB,37.91,"4,2400","2,8",2.369,Red,12.5,15
Kingston FURY Impact 16 GB,56.98,"5,4800","2,8",3.561,Black,15.833,38
Patriot Viper 4 8 GB,77.45,"4,3600","2,4",9.681,Red / Black,9.444,17
G.Skill Trident Z5 RGB 32 GB,349.99,"5,5600","2,16",10.937,Black,12.857,36
Kingston ValueRAM 32 GB,70.48,"4,2666","1,32",2.203,Green,14.254,19
Crucial CT2K32G4DFD8266 64 GB,177.98,"4,2666","2,32",2.781,Green,14.254,19
Crucial CT2KIT25664AA667 4 GB,48.99,"2,667","2,2",12.248,Green,14.993,5
Mushkin 996573 4 GB,18.19,"3,1066","2,2",4.548,Green,13.133,7
Silicon Power SP008GBLTU160N02 8 GB,14.79,"3,1600","1,8",1.849,Black / Green,13.75,11
Corsair Vengeance RGB Pro 32 GB,,"4,3000","4,8",,Black,10,15
G.Skill Trident Z RGB 16 GB,53.54,"4,3600","2,8",3.346,Black,10.556,19
G.Skill Trident Z Neo 32 GB,,"4,3200","4,8",,Black / Silver,8.75,14
Kingston FURY Beast RGB 64 GB,,"4,3200","2,32",,Black,10,16
Kingston FURY Renegade 32 GB,,"4,3200","2,16",,Black,10,16
G.Skill Trident Z5 RGB 32 GB,124.99,"5,6600","2,16",3.906,Black,10.303,34
Mushkin Enhanced Redline Stiletto 32 GB,61.99,"4,3200","2,16",1.937,Black,10,16
Kingston FURY Renegade Pro 16 GB,106.94,"5,4800","1,16",6.684,Black,15,36
Patriot Viper Venom RGB 32 GB,77.98,"5,5600","1,32",2.437,Black / White,12.857,36
G.Skill Ripjaws X 8 GB,72.98,"3,1333","2,4",9.123,Black / Red,13.503,9
Kingston HyperX Blu 8 GB,,"3,1333","2,4",,Blue / Silver,13.503,9
Kingston Value 4 GB,,"3,1333","2,2",,Green,13.503,9
"Patriot Intel Extreme Master, Limited Ed 8 GB",,"3,1600","2,4",,Black / Blue,11.25,9
Corsair Vengeance 16 GB,,"3,1600","2,8",,Black / Blue,11.25,9
Corsair Dominator Platinum 32 GB,,"3,1866","4,8",,Black / Silver,9.646,9
Corsair Dominator Platinum 64 GB,,"3,2400","8,8",,Black / Silver,7.5,9
ADATA XPG Z1 8 GB,,"4,2800","2,4",,Red / Black,12.143,17
Kingston KVR16E11/4 4 GB,29.93,"3,1600","1,4",7.482,Green,13.75,11
G.Skill Ripjaws V 16 GB,,"4,3200","4,4",,Black,10,16
G.Skill Trident Z 32 GB,,"4,3200","2,16",,Red / Silver,10,16
Corsair Dominator Platinum 32 GB,,"4,3200","2,16",,Black / Silver,10,16
GeIL EVO POTENZA 16 GB,,"4,2400","2,8",,Red,13.333,16
Kingston FURY 16 GB,,"4,2400","1,16",,Black / Silver,12.5,15
Corsair Vengeance LED 32 GB,,"4,3200","2,16",,Black / Red,10,16
TEAMGROUP Vulcan 16 GB,,"4,3000","2,8",,Black / Gray,10.667,16
Corsair Vengeance RGB 32 GB,,"4,3200","2,16",,Black,10,16
Corsair Vengeance LED 64 GB,512.24,"4,2666","4,16",8.004,Black / Red,12.003,16
Corsair Vengeance LPX 32 GB,,"4,4000","2,16",,Black / Yellow,9.5,19
Corsair Vengeance RGB Pro 16 GB,64.98,"4,3200","2,8",4.061,Black,10,16
Thermaltake TOUGHRAM RGB 32 GB,,"4,3600","2,16",,Black / Silver,10,18
OLOy Blade RGB 32 GB,,"4,3200","2,16",,White,10,16
G.Skill TridentZ RGB 32 GB,,"4,4400","2,16",,Black,7.727,17
HP V8 RGB 16 GB,,"4,3200","2,8",,Black / Silver,10,16
Kingston FURY Renegade 32 GB,,"4,4266","2,16",,Black,8.908,19
Lexar Hades RGB 16 GB,,"4,3200","2,8",,Black,11.25,18
G.Skill Trident Z Royal 32 GB,,"4,4800","2,16",,Gold,8.333,20
G.Skill Trident Z RGB 8 GB,,"4,3000","1,8",,,10.667,16
G.Skill Trident Z RGB 32 GB,,"4,3600","4,8",,,7.778,14
Kingston FURY Renegade 16 GB,78.59,"5,6400","1,16",4.912,White / Silver,10,32
Crucial Ballistix MAX RGB 32 GB,,"4,4400","2,16",,Black,8.636,19
Kingston FURY Beast RGB 8 GB,,"4,3600","1,8",,Black / Silver,9.444,17
GeIL ORION V RGB 16 GB,,"5,5200","1,16",,Black,13.077,34
G.Skill Trident X 32 GB,,"3,2933","4,8",,Red / Black,8.183,12
ADATA XPG SPECTRIX D35G RGB 8 GB,,"4,3200","1,8",,White,10,16
Kingston FURY Impact 32 GB,88.5,"5,5600","1,32",2.766,Black,14.286,40
Crucial CT16G3ERSLD4160B 16 GB,22.49,"3,1600","1,16",1.406,Black / Green,13.75,11
Crucial CT2KIT102464BF160B 16 GB,25.98,"3,1600","2,8",1.624,Green,13.75,11
Mushkin Redline Lumina 32 GB,95.94,"4,3600","2,16",2.998,White,8.889,16
G.Skill Trident Z Royal Elite 16 GB,89.99,"4,3600","2,8",5.624,Silver,8.889,16
Kingston FURY Beast 64 GB,246.22,"5,6400","2,32",3.847,White,10,32
G.Skill Ripjaws X 8 GB,44.86,"3,1866","2,4",5.607,Black / Red,9.646,9
G.Skill Trident Z RGB 32 GB,,"4,3600","4,8",,Black,8.889,16
Corsair Vengeance RGB Pro SL 64 GB,133.99,"4,3200","2,32",2.094,Black,10,16
Kingston FURY 64 GB,209.25,"5,5200","2,32",3.27,White,15.385,40
Mushkin Enhanced Redline Stiletto 16 GB,47.99,"4,4000","2,8",2.999,Black,9,18
