name,price,tracking_method,connection_type,max_dpi,hand_orientation,color
Cobra EMS140BKC,,Laser,Wired,2500,Right,Black / Silver
Cobra E-Blue Mazer,,Laser,Wireless,2500,Right,Black / Blue
Cobra E-blue Cobra II,,Optical,Wireless,2500,Right,Black
Cobra AULA Ghost Shark Gaming Mouse,,Optical,Wired,2000,Right,Black / Blue
Asus UX300,,Optical,Wired,1600,Right,Black
Genius 31010010100,,Optical,Wired,1200,Both,Black
Genius Traveler 6000z,,Optical,Wireless,,Both,Black
Genius Death Knight Silver edition,,Optical,Wired,3500,Both,Black / Silver
Logitech Zone Touch Mouse T400,,Optical,Wireless,,Both,Red
Logitech Zone Touch Mouse T400,,Optical,Wireless,,Both,Blue
Logitech Zone Touch Mouse T400,,Optical,Wireless,,Both,Black / White
Logitech M325,49.99,Optical,Wireless,,Both,Multicolor
Logitech Zone Touch Mouse T400,,Optical,Wireless,,Both,Purple
Genius Maurus X,,Laser,Wired,4000,Both,Black / Red
Logitech M325,,Optical,Wireless,,Both,Multicolor
Logitech m505,,Laser,Wireless,,Both,Black / Silver
Logitech M560,,Laser,Wireless,,Right,Black
ROCCAT Kone Pure Color,,Laser,Wired,8200,Right,Black / White
Samsung AA-SM7PWBB,,Optical,Bluetooth Wireless,1600,Both,Black
Rosewill RGM-1000,,Laser,Wired,8000,Right,Black
Logitech MX510,,Laser,Wired,800,Right,Black / Red
Rosewill Helix RM-20,,Optical,Wired,2400,Right,Black / Silver
HP Z5000,,Laser,Bluetooth Wireless,,Both,White
Cobra Cobra,,Optical,Wired,2400,Right,Black / Blue
Cobra Mazer Type-R,,Optical,Wired,2400,Right,Black / Blue
HP Z3600,,Laser,Wireless,,Both,Black / Blue
HP H2L63AA,,Optical,Wireless,,Both,Black
AZIO G8 GM8200,,Laser,Wired,8200,Right,Black / Purple
Ergoguys CST3645,,Optical,Wired,1600,Right,Black
HP H6E52AA#ABA,,Laser,Wireless,1600,Both,Multicolor
Logitech V200,,Optical,Wireless,,Both,Silver
Lenovo ThinkPad Precision Wireless Mouse,36.72,Optical,Wireless,1200,Both,Black / Red
Corsair Vengeance M65,,Laser,Wired,8200,Right,White
Thermaltake Level 10 M,,Laser,Wired,8200,Right,Black / Silver
Thermaltake Level 10 M,,Laser,Wired,8200,Right,Black / White
Thermaltake Level 10 M,,Laser,Wired,8200,Right,Green / Black
Thermaltake Level 10 M,,Laser,Wired,8200,Right,Black / Red
Asus VivoMouse WT710,,Optical,Wireless,1200,Both,Gray
Gear Head MPT3400YLW-CP10,,Optical,Wireless,800,Right,Black / Yellow
Genius 31030088102,,Optical,Wireless,1600,Both,White
Genius 31030107103,,Optical,Wireless,1200,Both,Silver
HP X1250,,Optical,Wired,,Both,Black
Cobra Cobra Type-S,,Optical,Wired,1600,Right,Blue / White
Cobra Cobra Junior,,Optical,Wired,1600,Right,Black / Blue
Cobra Cobra Type-M,,Optical,Wired,1600,Right,Black
Cobra Horizon,,Optical,Wireless,1750,Right,Black / Red
Cobra Silenz,,Optical,Wired,2400,Both,Multicolor
Ergoguys Onyx,,Optical,Wired,400,Right,Blue / White
Genius DeathTaker White Edition,,Laser,Wired,5700,Right,White / Red
Logitech 910-003359,,Laser,Wireless,1000,Both,Black / Silver
Mad Catz MCB437040002/04/1,,Laser,Wired,8200,Right,Black / Blue
Func MS- 3 Revision 2,,Laser,Wired,5670,Right,Black / Red
Lenovo 0C41072,,Optical,Wireless,1000,Both,Black
Mad Catz Titanfall R.A.T.3,,Optical,Wired,3500,Right,Orange / White
GAMDIAS HADES Optical Extension,,Optical,Wired,3200,Both,Black
Cobra Mazer Type-L,,Optical,Wired,3500,Right,Black
Microsoft U7Z-00011,,Laser,Wireless,,Both,Blue
Microsoft U7Z-00041,,Laser,Wireless,,Both,Purple
Microsoft U7Z-00031,19.98,Optical,Wireless,,Both,Red
SteelSeries 62250,,Laser,Wireless,5670,Both,Black / Silver
Asus BX700,,Laser,Bluetooth Wireless,,Right,Gray
Gigabyte M5050,,Optical,Wired,800,Both,White
Lenovo 0B47153,19.98,Optical,Wired,1600,Both,Black / Red
AZIO GM2400,,Optical,Wired,2400,Right,Black / Blue
Corsair Raptor LM3,,Optical,Wired,2400,Right,Black
Ozone Gaming Xenon,,Optical,Wired,3500,Both,Black
Ozone Gaming Xenon,,Optical,Wired,3500,Both,Black / Red
Ozone Gaming Xenon,,Optical,Wired,3500,Both,Black / White
Mionix AVIOR SK,,Optical,Wired,7000,Both,Black / White
Toshiba PA3982U-1E2B,,Optical,Wired,1600,Both,Black
UtechSmart Venus,,Laser,Wired,16400,Right,Black / Red
UtechSmart 4000 DPI Gaming Mouse,,Laser,Wired,4000,Both,Multicolor
UtechSmart US-D8000-GM,,Laser,Wired,8000,Right,Black / Silver
UtechSmart US-D8200-GM,,Laser,Wired,8200,Right,Black / Silver
EVGA TORQ X10 Carbon,,Laser,Wired,8200,Both,Black / Red
Genius Traveler D6600,,Optical,Wireless,1200,Both,Black / Silver
Genius DX-6810,,Optical,Wireless,1200,Both,Silver
Genius DX-6810,,Optical,Wireless,1200,Right,Black / Red
HP QY778AA,,Laser,Wired,1000,Both,Black
Razer DeathAdder World of Tanks,,Optical,Wired,6400,Right,Black / Orange
Cherry JW-T0200,,Laser,Wireless,2000,Both,Black / Silver
Rosewill RM-7900,,Laser,Wireless,2000,Right,Black / Silver
Targus AMU51US,19.98,Laser,Wired,,Both,Silver
V7 MV3040-24G-BLK-15NB,,Optical,Wireless,1200,Both,Black
V7 MV3040-24G-RED-15NB,,Optical,Wireless,1200,Both,Black / Red
V7 MV6000-BT-BLK-15NB,,Optical,Wireless,1600,Both,Black
Logitech M317,,Laser,Wireless,,Both,Blue / White
Logitech M325,,Laser,Wireless,,Both,Multicolor
Logitech M325,,Laser,Wireless,,Both,Black / White
Logitech M325,,Laser,Wireless,,Both,Multicolor
Logitech M325,,Laser,Wireless,,Both,Pink
Samsung ET-MP900DBEGUJ,,Laser,Wireless,,Right,Black
MSI DS200,,Laser,Wired,16400,Right,Black / Red
ROCCAT Kone Pure Military,,Optical,Wired,5000,Right,Black / Green
ROCCAT Kone Pure Military,,Optical,Wired,5000,Right,Black / Red
Anker AK-98AN5000-BA,,Laser,Wired,5000,Right,Black / Blue
Genius NS-6005,,Optical,Wireless,1000,Both,Black
Genius NS-6005,,Optical,Wireless,1000,Both,Red
Genius NS-6005,,Optical,Wireless,1000,Both,Blue
Zowie AM,,Optical,Wired,2300,Both,Black / Red
Zowie AM-FG WHITE,,Optical,Wired,2300,Both,White / Gray
Zowie EC1-eVo,,Optical,Wired,2300,Right,Black / White
Zowie EC1-eVo-CL,,Optical,Wired,2300,Right,Black / White
Zowie EC1-eVo WHITE,,Optical,Wired,2300,Right,White
Zowie EC2-eVo,,Optical,Wired,2300,Right,Black / White
Zowie EC2-eVo-CL,,Optical,Wired,2300,Right,Black / White
Zowie EC2-eVo WHITE,,Optical,Wired,2300,Right,White
Gigabyte Aivia Uranium,,Laser,Wireless,3200,Right,Black / Silver
Etekcity Scroll M535,,Optical,Wired,3000,Right,Black / Blue
Samsung AA-SM7PWRP/US,,Laser,Wireless,1600,Both,Black / Pink
Logitech B120,,Optical,Wired,800,Both,Black
Logitech Wireless Mouse,31.36,Laser,Wireless,,Both,Black / Silver
Samsung AA-SM7PWRB/US,,Laser,Wireless,1600,Both,Black
Microsoft PL2 Touch Mouse,121.97,Laser,Wireless,,Both,Black
Logisys MS609SL,,Optical,Wired,800,Both,Silver
Thermaltake SAPHIRA Team DK Edition,19.98,Optical,Wired,3500,Right,White / Red
Thermaltake TALON Blue LED,,Optical,Wired,3000,Right,Black / Blue
Thermaltake TALON,,Optical,Wired,3000,Right,Multicolor
Cougar 700M,,Laser,Wired,8200,Right,Black
Gigabyte M6880,,Laser,Wired,1600,Right,Black
Mad Catz R.A.T. TE,,Laser,Wired,8200,Right,Black / White
Mad Catz R.A.T. TE,,Laser,Wired,8200,Right,Black / Red
Mad Catz R.A.T. TE,,Laser,Wired,8200,Right,Black
Mad Catz M.M.O. TE,,Laser,Wired,8200,Right,Black / Blue
ROCCAT TYON,,Laser,Wired,8200,Right,White
Thermaltake Level 10 M Hybrid,,Laser,Wired,8200,Right,Black / Silver
Microsoft Arc Touch Mouse Surface Edition,,Laser,Bluetooth Wireless,,Both,Black
Microsoft GMF-00408,69.98,Laser,Wireless,,Both,Black
Logitech M325,54.98,Optical,Wireless,,Both,White / Purple
Logitech M325,,Optical,Wireless,,Both,Blue / White
Microsoft Wireless Mobile Mouse 1850,,Laser,Wireless,,Both,Black
HP ET424AA,,Optical,Wired,,Both,Black
Cougar 200M,,Optical,Wired,2000,Right,Black / Red
Logitech M320,54.88,Optical,Wireless,1000,Right,Blue
ROCCAT KONE XTD,,Optical,Wired,6400,Right,Black
Rosewill RM-7700,,Optical,Wireless,1750,Both,Black
Gigabyte Raptor,,Optical,Wired,4000,Right,Black / Red
Microsoft GMF-00413,,Optical,Wireless,1000,Both,Black
Corsair Sabre,,Laser,Wired,8200,Right,Multicolor
Gigabyte AIRE M93 ICE,,Laser,Wireless,2000,Right,Black / Blue
Logitech M320,21.99,Optical,Wireless,1000,Right,Silver
GAMDIAS Zeus Esports Edition,,Laser,Wired,8200,Right,Black / Red
Mad Catz M.M.O. TE,,Laser,Wired,8200,Right,Black / White
Mad Catz M.M.O. TE,,Laser,Wired,8200,Right,Black / Red
Cougar 600M,,Laser,Wired,8200,Right,Black
Mad Catz Office R.A.T.,,Laser,Bluetooth Wireless,,Right,Black
Mad Catz Office R.A.T.,,Laser,Bluetooth Wireless,,Right,Black
Mad Catz M.M.O. TE,,Laser,Wired,8200,Right,Black / Red
Mad Catz R.A.T. M,,Optical,Bluetooth Wireless,2000,Right,Black
MS-Tech SM-X35,,Laser,Wired,2400,Right,Black
Corsair Sabre,,Optical,Wired,6400,Right,Multicolor
Anker AK-98AN2000-BA,,Optical,Wired,4000,Right,Black / Blue
Aula Killing Soul SI-928,,Optical,Wired,2000,Right,Black
Logitech M325,,Optical,Wireless,,Both,Black / White
Mad Catz R.A.T.,,Laser,Wireless,,Right,White
Microsoft D58-00041,,Optical,Wired,,Both,White
Thermaltake THERON Plus+,,Laser,Wired,8200,Right,Black / Red
Asus STRIX CLAW,,Optical,Wired,5000,Right,Black / Yellow
Func MS-2,,Optical,Wired,4000,Right,Black / Orange
Thermaltake BLACK V2,,Laser,Wired,5700,Right,Black / Red
Thermaltake VENTUS,,Laser,Wired,5700,Both,Black
Kensington Pro Fit,,Laser,Bluetooth Wireless,1000,Right,Black
Kensington Pro Fit,24,Laser,Wireless,1000,Both,Black
IOGEAR NRG3,,Laser,Wireless,2000,Right,Black
Kensington Pro Fit,,Laser,Wired,1800,Right,Black
FinalMouse FinalMouse 2015,,Optical,Wired,3200,Right,Black
SIIG JK-WR0A12-S1,,Optical,Wireless,1000,Right,Black
SIIG JK-WR0C12-S1,,Optical,Wireless,1000,Right,Black
SIIG JK-WR0G12-S1,,Optical,Wireless,1000,Both,Black / Red
EVGA TORQ X5,,Optical,Wired,6400,Both,Black / White
SIIG JK-WR0912-S1,,Optical,Wireless,1000,Right,Red
SIIG JK-WR0B12-S1,,Optical,Wireless,1000,Right,Blue
SIIG JK-WR0F12-S1,,Optical,Wireless,1000,Right,Orange
EVGA TORQ X5L,,Laser,Wired,8200,Both,Black / Orange
Lenovo 0B47167,,Optical,Wireless,1200,Both,Silver
SIIG JK-WR0D12-S1,,Optical,Wireless,1000,Both,Black / Blue
SIIG JK-WR0E12-S1,,Optical,Wireless,1000,Both,Black / Green
Gear Head BT9750BLU,,Optical,Bluetooth Wireless,1600,Right,Black / Blue
Gear Head BT9750RED,,Optical,Bluetooth Wireless,1600,Right,Black / Red
Rosewill RM-D2P,,Optical,Wired,2000,Both,Black
Rosewill RM-D2U,,Optical,Wired,2000,Both,Black
AZIO EXO1-K,,Optical,Wired,3500,Right,Black
Microsoft Designer,,Optical,Bluetooth Wireless,,Both,Black
Microsoft U7Z-00055,,Optical,Wireless,1000,Both,Blue
Microsoft U7Z-00062,,Optical,Wireless,1000,Both,Pink
Rosewill RM-7800BL,,Optical,Wireless,1600,Right,Black
Rosewill RM-7800PK,,Optical,Wireless,1600,Right,Pink
Turtle Beach Grip 300,,Optical,Wired,1750,Right,Black / Red
UtechSmart VENUS-B,,Laser,Wired,16400,Right,Gray
Thermaltake VENTUS X,,Laser,Wired,5700,Right,Black
Monoprice MP-MiCo Optical Pro,,Optical,Wired,1600,Both,Blue / White
Monoprice 11154,,Laser,Wired,1600,Right,Black
Monoprice 11155,,Laser,Wired,2400,Right,Black / Green
Monoprice 8495,,Optical,Wired,1600,Both,Black
Monoprice 9253,,Optical,Wired,,Both,Black / Red
Monoprice 9254,,Optical,Wired,,Both,Black / Blue
Monoprice 9255,,Optical,Wired,,Both,Black / Blue
Monoprice M24,,Optical,Wireless,,Both,Black / Silver
Monoprice M19,,Optical,Wireless,,Both,Black / Silver
Monoprice 9258,,Optical,Wired,3400,Right,Black / Red
Monoprice Executor,,Laser,Wired,5600,Right,Black
Kensington SlimBlade,,Laser,Wireless,,Both,Black
Kensington Pro Fit 2.4 GHz Wireless Mid-Size Mouse,,Laser,Wireless,,Right,Black
Kensington K72356US,,Optical,Wired,,Both,Black
Kensington Pro Fit Mobile Wireless Mouse,,Laser,Wireless,,Both,Black
Kensington Pro Fit Full-Size Mouse,,Optical,Wired,2400,Right,Black
Kensington K72370US,,Optical,Wireless,,Right,Black
Kensington K72400US,,Optical,Wired,,Both,Black
Kensington PocketMouse,,Optical,Wireless,1000,Both,Black
Kensington Pro Fit Mid-Size Mouse,,Laser,Wireless,,Right,Black / Red
Kensington Pro Fit Mid-Size Mouse,,Laser,Wireless,,Right,Black / Gray
Kensington Pro Fit Mid-Size Mouse,,Laser,Wireless,,Right,Black / Green
Kensington SureTrack,,Optical,Wireless,,Both,Black
Kensington Pro Fit,,Optical,Wireless,1750,Right,Black
Dell WM615,,Laser,Bluetooth Wireless,1000,Both,Black
AZIO EXO1,,Optical,Wired,3500,Right,Black / Red
Etekcity Scroll 6E,,Optical,Wired,4000,Right,Black / Blue
Etekcity SCROLL S200,,Optical,Wired,1600,Right,Black / Blue
Gear Head BT9750BLK,,Optical,Bluetooth Wireless,1600,Right,Black
Kensington MP230L,,Laser,Wireless,3200,Right,Black
Mad Catz Office R.A.T. M,,Optical,Bluetooth Wireless,2000,Right,Black / White
Mad Catz Office R.A.T. M,,Optical,Bluetooth Wireless,2000,Right,Black / Red
Razer Abyssus,,Optical,Wired,3500,Both,Black
IOGEAR Tacturus,,Optical,Wireless,1000,Both,Black
Key Ovation KOV-N200BCM,,Optical,Wired,3000,Right,Black
Key Ovation KOV-N200SCL,,Optical,Wired,3000,Right,Black / Silver
Lenovo 0B47165,,Optical,Wireless,,Both,Red
Logitech M325,,Optical,Wireless,1000,Both,Green / Blue
Logitech M325c,19.98,Optical,Wireless,,Both,Multicolor
Logitech M325c Lucas Lion,,Optical,Wireless,,Both,Multicolor
Logitech M325c Purple Zigzag,,Optical,Wireless,,Both,Purple
Logitech M325c Red Zigzag,,Optical,Wireless,,Both,Red
Logitech M325c Blue Zigzag,,Optical,Wireless,,Both,Blue
Logitech M325c Blue Harlequin,,Optical,Wireless,,Both,Blue
Mad Catz Office R.A.T. M,,Optical,Wireless,2000,Right,Red
ROCCAT Kone Pure Camo Charge,,Optical,Wired,5000,Right,Camo
ROCCAT Kone Pure Naval Storm,,Optical,Wired,5000,Right,Black / Silver
ROCCAT Kone Pure Desert Strike,,Optical,Wired,5000,Right,Brown / Black
Rosewill Reflex,,Laser,Wired,8200,Right,Black / Red
Key Ovation KOV-N200BCL,,Optical,Wired,4000,Right,Black
Key Ovation KOV-N200SCM,,Optical,Wired,4000,Both,Black / Silver
Key Ovation KOV-RS200CL,,Optical,Wired,3400,Right,Black
Key Ovation KOV-RS200CM,,Optical,Wired,3400,Right,Black
Logitech M325c Teal Zigzag,49.99,Optical,Wireless,,Both,Blue / White
Cougar 230M,,Optical,Wired,3200,Both,White / Yellow
Cougar 250M,,Optical,Wired,4000,Both,Black / Orange
Cougar 300M,,Optical,Wired,4000,Right,Black / Orange
Cougar 500M,,Optical,Wired,4000,Right,Black / White
Cougar 550M,,Optical,Wired,6400,Right,Black / Orange
Gear Head MP2120RDF,,Optical,Wireless,,Both,Black / Red
Gear Head MP2120SNL,,Optical,Wireless,,Both,Black / White
Logitech M325 Purple Peace,,Optical,Wireless,1000,Both,White / Purple
Logitech M325 Moody Blue,34.99,Optical,Wireless,1000,Both,Blue
Logitech M325 Zany,,Optical,Wireless,1000,Both,Silver / White
Logitech M325 Moody Mint,,Optical,Wireless,1000,Both,Green
Logitech M325,,Optical,Wireless,1000,Both,Multicolor
Etekcity Scroll Alpha,,Laser,Wired,8200,Both,Black / Blue
Kensington K72392US,22.29,Optical,Wireless,1000,Both,Black
SolidTek MS-233BU,,Optical,Wired,,Both,Black
Asus ROG Sica,,Optical,Wired,5000,Both,Black / Red
MSI Interceptor DS B1,,Optical,Wired,1600,Right,Black / Red
Adesso iMouse E50,,Laser,Wireless,1000,Right,Black
Adesso iMouse E60L,,Optical,Wireless,1000,Both,Blue / Silver
Adesso iMouse E60W,,Optical,Wireless,1000,Both,White
Adesso iMouse W2,,Optical,Wired,800,Both,Black
Gear Head MPT3500PUR-CP10,,Optical,Wireless,800,Right,Black / Purple
Microsoft GMF-00403,69.98,Optical,Wireless,,Both,Multicolor
TekNmotion TM-NIBM1,,Optical,Wired,,Right,Black
TekNmotion Nibiru M2,,Optical,Wired,800,Right,Black
Lenovo 40K9200,,Optical,Wired,,Both,Black
Logitech M185,,Optical,Wireless,1000,Both,Black
Logitech M187,39.99,Optical,Wireless,1000,Both,Red
Logitech M535,39.99,Optical,Bluetooth Wireless,,Both,Blue
ROCCAT NYTH,,Laser,Wired,12000,Right,Black / Blue
SMK-Link VP3815-TAA,,Optical,Wired,800,Both,Black
V7 GM110-2N,,Optical,Wired,4000,Right,Black / White
V7 GM120-2N,,Optical,Wired,4000,Right,Black / Orange
Mionix Castor,,Optical,Wired,10000,Right,Black
Adesso IMOUSES4,,Optical,Wired,1600,Both,Black
Patriot Viper V560,,Laser,Wired,8200,Right,Black / Red
A4Tech Bloody TL8 Terminator,,Laser,Wired,8200,Right,Black / Silver
GE 97986,,Optical,Wired,,Both,Black
Asus STRIX CLAW DARK EDITION,,Optical,Wired,5000,Right,Black / Orange
Genius NX-7000,,Laser,Wireless,1200,Both,Black
Genius NX-7000,,Laser,Wireless,1200,Both,Blue / White
Genius NX-7000,,Laser,Wireless,1200,Both,Black / Red
Genius M6-600,,Optical,Wired,5000,Right,Black / White
Genius M8-610,,Laser,Wired,8200,Right,Black / White
Adesso iMouse E60Y,,Optical,Wireless,1000,Both,Yellow
Corsair M65 RGB,,Laser,Wired,8200,Right,Black / White
Corsair M65,,Laser,Wired,8200,Right,Black
EVGA TORQ X3,,Optical,Wired,4000,Both,Black / Silver
Gear Head MP2120LPD,,Optical,Wireless,,Both,Black / Orange
Genius NX-7000,,Laser,Wireless,1200,Both,Black / White
Genius NX-7000,,Laser,Wireless,1200,Both,Green / White
Microsoft 3600,,Optical,Wireless,,Both,Black
Microsoft 3600,,Optical,Wireless,,Both,Blue
Microsoft 3600,,Optical,Wireless,,Both,Red
Adesso iMouse E60B,,Optical,Wireless,1000,Both,Black / Silver
Adesso iMouse E60G,,Optical,Wireless,1000,Both,Green / Silver
Genius M6-400,,Optical,Wired,5000,Both,Black / Gold
HEC HM153,,Optical,Wired,1600,Both,Black / Red
A4Tech G7CR-60B,,Optical,Wireless,,Right,Black
A4Tech ZL50,,Laser,Wired,,Right,Black / Red
Microsoft Wireless Mobile Mouse 3500,,Laser,Wireless,1000,Both,Black / Blue
Microsoft 900,37.99,Laser,Wireless,,Both,Black
ROCCAT Kova RGB,,Optical,Wired,7000,Both,Black
Ninox Aurora,,Optical,Wired,4000,Right,Black / Red
Mad Catz R.A.T. PRO X,,Laser,Wired,8200,Right,Black / Yellow
Mad Catz R.A.T. PRO X,,Optical,Wired,5000,Right,Black / Yellow
Razer Orochi 8200 Chroma,,Laser,Wireless,8200,Both,Black
SteelSeries Rival 100,,Optical,Wired,4000,Right,Black / Yellow
SteelSeries Rival 300,,Optical,Wired,6500,Right,Orange / White
Feenix Nascita,,Laser,Wired,8200,Right,Black / White
Cooler Master Xornet II,,Optical,Wired,3320,Right,Black
Adesso iMouse E2,,Optical,Wired,3200,Right,Black
Adesso iMouse E20,,Laser,Wireless,3200,Right,Black
Adesso iMouse E40,,Optical,Wireless,1000,Right,Black
Cougar 550M,,Optical,Wired,6400,Right,Black / Orange
Gear Head MP1975BLK,,Optical,Wireless,,Right,Black
Gear Head MP1975BLU,,Optical,Wireless,,Both,Blue
Gear Head MP1975RED,,Optical,Wireless,,Both,Red
Gear Head MP2100NBL,,Optical,Wireless,,Both,Blue
Gear Head MP2100NGR,,Optical,Wireless,,Both,Green
Gear Head MP2100NOR,,Optical,Wireless,,Both,Orange
Gear Head MP2100NPK,,Optical,Wireless,,Both,Pink
HP X1500,,Optical,Wired,,Right,Black
Microsoft Wireless Mobile Mouse 4000,,Laser,Wireless,1000,Both,Black
ROCCAT Kiro,,Optical,Wired,4000,Both,Black
SteelSeries Rival 100,,Optical,Wired,4000,Right,White
SteelSeries Rival 100,,Optical,Wired,4000,Right,Red
SteelSeries Rival 100,,Optical,Wired,4000,Right,Green
Monoprice MP-AM,,Optical,Wired,2300,Both,Black / Red
Satechi Edge,,Optical,Wireless,4000,Right,Black
Cooler Master Sentinel III,119.99,Optical,Wired,6400,Right,Black
HP Star Wars Special Edition,,Laser,Wireless,,Both,Black / Red
Kensington Pro Fit Mid-Size Mouse,,Optical,Wireless,1750,Right,Black
Logitech 910-001648,,Optical,Wired,,Both,Black
Logitech M525,,Optical,Wireless,,Both,Black / Red
Logitech 910-002897,,Laser,Wireless,,Right,Black
Logitech M325 Brilliant Rose,,Laser,Wireless,,Both,Black / Pink
Mad Catz R.A.T. PRO S,,Optical,Wired,5000,Right,Black / Green
Mad Catz R.A.T.1,,Optical,Wired,3500,Both,Green
Microsoft 4FD-00026,,Laser,Wired,,Right,Black
Microsoft L2 Sculpt Touch,,Laser,Bluetooth Wireless,,Both,Black / Silver
Microsoft Comfort Mouse 4500,,Laser,Wired,,Right,Black
Microsoft Wireless Mobile Mouse 4000,,Laser,Wireless,,Right,Black / Silver
Microsoft Mobile 3500,,Laser,Wireless,,Both,Black
Microsoft GMF-00045,,Laser,Wireless,,Both,Black
Microsoft Wireless Mobile Mouse 3500,,Laser,Wireless,,Both,Black / Pink
Microsoft Arc Touch,,Laser,Wireless,,Both,Black / Silver
Microsoft U81-00010,,Optical,Wired,,Both,Black
Targus AMW50CA,,Optical,Wireless,,Both,Black / Silver
Monoprice 109287,,Laser,Wired,,Both,Black
Jeecoo James Donkey 007,,Laser,Wired,8200,Both,Gunmetal
SHARKK MS-SK2562,,Laser,Wired,16400,Right,Black / Blue
Sentey GS-3521,,Laser,Wired,3400,Right,Black / Red
Dell WM126,19.3,Optical,Wireless,1000,Both,Blue
Dell WM326,34.99,Laser,Wireless,1600,Both,Black
Genius NX 7010,,Optical,Wireless,,Both,Gray
Genius Ammox X1 400,,Optical,Wired,3200,Both,Black / Red
Gigabyte XM300,,Optical,Wired,6400,Right,Black
SHARKK MS-SK2511,,Optical,Wireless,1600,Right,Black
SHARKK MS-SK2541,,Laser,Wired,16400,Right,Black
SHARKK SK137G,,Optical,Wireless,1600,Right,Black
SIIG JK-US0A12-S1,,Optical,Wired,1000,Both,Black
SIIG JK-US0B12-S1,,Optical,Wired,1000,Both,Black / Blue
SIIG JK-US0C12-S1,,Optical,Wired,1000,Both,Black / Red
SIIG JK-US0D12-S1,,Optical,Wired,1000,Both,White / Silver
SIIG JK-US0H12-S1,,Optical,Wired,1000,Both,Black
Toshiba PA3570U-1ETA,,Laser,Wired,1600,Both,Black / Silver
Zalman ZM-M130CB,,Optical,Wired,2400,Right,Black / Blue
Zalman ZM-M130CWH,,Optical,Wired,2400,Right,White
Zalman ZM-M501R,,Optical,Wired,4000,Right,Black
Zalman ZM-M520WBK,,Optical,Wireless,16000,Right,Black
Zalman ZM-M520WR,,Optical,Wireless,16000,Both,Red
Zalman ZM-M600R,,Optical,Wired,4000,Both,Black
Corsair Scimitar RGB,,Optical,Wired,12000,Right,Black
Cobra CORBA JUNOR,,Optical,Wired,1600,Right,Black / Blue
Cobra CORBA JUNOR,,Optical,Wired,1600,Right,Black / Red
Cobra Auroza type G,,Optical,Wired,3000,Right,Black
Cobra Mazer,,Optical,Wired,2500,Right,Black
Cobra Mazer,,Optical,Wired,2500,Right,White
Lenovo ThinkPad X1,,Laser,Bluetooth Wireless,1000,Both,Black / Red
UtechSmart Uranus,,Laser,Wired,16400,Right,Black
MSI INTERCEPTOR DS300,,Laser,Wired,8200,Right,Black
SHARKOON SHARK Force,,Optical,Wired,1600,Right,Pink
Sentey Lumenata Pro SP,,Laser,Wired,8200,Right,Black
Asus ROG Sica,,Optical,Wired,5000,Both,White
Asus Cerberus Arctic,,Optical,Wired,2500,Both,White / Black
Corsair Sabre RGB,,Optical,Wired,6400,Right,Black
Ducky Secret RGB,,Optical,Wired,5000,Right,Black
Thermaltake VENTUS Z,,Laser,Wired,11000,Right,Black
Asus ROG Strix Impact,,Optical,Wired,5000,Both,Black
Hcman 325US,,Laser,Wired,3000,Right,Black / Yellow
Hcman Donkey112,,Laser,Wired,2000,Right,Black / Yellow
Redragon M702 Phoenix,,Optical,Wired,,Right,Black / Red
NOX Krom Khanda,,Optical,Wired,4000,Right,Black / Orange
NOX Krom Korps,,Laser,Wired,8200,Right,Black / Orange
Creative Labs Siege M04,,Optical,Wired,12000,Right,Black
RIOTORO URUZ Z5 Classic RGB,,Optical,Wired,4000,Right,Black
RIOTORO URUZ Z5 Lightning RGB,,Optical,Wired,4000,Right,Black
Cougar 450M (Black/Orange),,Optical,Wired,5000,Both,Black / Orange
Dell Alienware AW958,,Optical,Wired,12000,Right,Black / Silver
HP X3500,,Optical,Wireless,,Both,Black / Gray
GAMDIAS ZEUS P1 RGB,,Optical,Wired,12000,Right,Black
Gigabyte AIRE M73,,Optical,Wireless,1000,Right,Black
Cougar 450M (Black/Green),,Optical,Wired,5000,Both,Black / Green
Cougar Minos X1,,Optical,Wired,2000,Right,Black
Razer D.Va Abyssus Elite,,Optical,Wired,7200,Both,Blue / Pink
Cooler Master MasterMouse MM520,,Optical,Wired,12000,,Black
Anker AK-A7809012,,Optical,Wireless,1600,Right,Black
GranVela 325,,Optical,Wired,3000,Right,Black / Yellow
ACGAM G402,,Optical,Wired,10000,Right,Black
HP Pulsefire FPS,,Optical,Wired,3200,Right,Black / Red
Tracer GAMEZONE SNIPER AVAGO,,Laser,Wired,6000,Right,Black
HIRALIY HR-F300,,Optical,Wired,5000,Right,Black
Rosewill ION D21,,Optical,Wired,4000,Right,White
Trust GXT 25,,Optical,Wired,1600,Right,Black / Red
Cooler Master MM830,89.99,Optical,Wired,24000,Right,Black
Adesso iMouse X2,,Optical,Wired,3200,Right,Black
Adesso iMouse S8B,9.99,Optical,Wired,1600,Both,Black
Adesso iMouse S8L,9.99,Optical,Wired,1600,Both,Blue / Black
Cougar 700M EVO RGB,,Optical,Wired,16000,Right,Black
Razer Deathadder Elite Overwatch Edition,,Optical,Wired,16000,Right,Black / Orange
Mionix Castor French Fries,,Optical,Wired,5000,Right,Yellow
Mionix Castor Shark Fin,,Optical,Wired,5000,Right,Gray
Mionix Avior French Fries,,Optical,Wired,5000,Both,Yellow
Mionix Castor Black,,Optical,Wired,5000,Right,Black
Cougar 700M EVO,,Optical,Wired,16000,Right,Black
