name,price,capacity,price_per_gb,type,cache,form_factor,interface
Corsair MP600 ELITE w/Heatsink,289.99,4000,0.072,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar Professional NM800PRO w/Heatsink,134.99,2000,0.067,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos X18,264.99,12000,0.022,7200,256,3.5,SATA 6.0 Gb/s
Klevv CRAS C930,75.98,1000,0.076,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Verbatim Vi550,33.92,512,0.066,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Delta Max White RGB Lite,116.26,1000,0.116,SSD,,2.5,SATA 6.0 Gb/s
ADATA SU630,88.76,960,0.092,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red SA500,69.98,500,0.14,SSD,,2.5,SATA 6.0 Gb/s
Seagate BarraCuda 510,139.99,1000,0.14,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Mushkin Helix-L,38.99,512,0.076,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston Q500,38.47,480,0.08,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red,93.48,2000,0.047,5400,64,3.5,SATA 6.0 Gb/s
Gigabyte GP-GSTFS31256GTND,28.19,256,0.11,SSD,,2.5,SATA 6.0 Gb/s
Lexar NM610PRO,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Inland Platinum,904.53,8000,0.113,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Caviar Blue,39.99,320,0.125,7200,16,3.5,SATA 6.0 Gb/s
Toshiba P300,138.98,2000,0.069,7200,64,3.5,SATA 6.0 Gb/s
Seagate SkyHawk Surveillance,,4000,,5000,256,3.5,SATA 6.0 Gb/s
Leven JS600,,4000,,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Create Classic C47,259.99,4000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar Professional NM800PRO,161.49,2000,0.081,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar NS100,,128,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Purple Surveillance,137.99,6000,0.023,5400,256,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,179.99,6000,0.03,7200,256,3.5,SATA 6.0 Gb/s
KingSpec XG7000,41.99,512,0.082,SSD,,M.2-2280,M.2 PCIe 4.0 X4
GOODRAM PX700,322.68,2048,0.158,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Gold,419.99,20000,0.021,7200,512,3.5,SATA 6.0 Gb/s
Western Digital Blue,46,250,0.184,SSD,,M.2-2280,M.2 SATA
NEMIX RAM NEMESIS,89.99,1000,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial MX300,199.95,1050,0.19,SSD,,2.5,SATA 6.0 Gb/s
Intel DC P4510,1499.99,8000,0.187,SSD,,2.5,U.2
FanXiang S101,17.98,256,0.07,SSD,,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,69.98,1000,0.07,7200,32,3.5,SATA 6.0 Gb/s
Crucial BX100,,500,,SSD,,2.5,SATA 6.0 Gb/s
Micron 2200,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Enterprise,398.99,12000,0.033,7200,256,3.5,SATA 6.0 Gb/s
Western Digital WD_BLACK SN850P for PS5,309.99,4000,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Blue,35,250,0.14,7200,16,3.5,SATA 6.0 Gb/s
Apacer AS2280Q4U,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Momentus 5400.6,30,500,0.06,5400,8,2.5,SATA 3.0 Gb/s
Silicon Power A80,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket 4.0,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital PC SN730,94.9,512,0.185,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Samsung PM893,533,3840,0.139,SSD,,2.5,SATA 6.0 Gb/s
Seagate SkyHawk,75,2000,0.037,5900,64,3.5,SATA 6.0 Gb/s
Seagate Barracuda Compute,197,6000,0.033,5400,256,3.5,SATA 6.0 Gb/s
Western Digital Red,255.29,8000,0.032,5400,256,3.5,SATA 6.0 Gb/s
ADATA Ultimate SU750,39,256,0.152,SSD,,2.5,SATA 6.0 Gb/s
Western Digital SN530,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
AMD RADEON-R7SSD-480G,,480,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Force MP500,,120,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital SN520,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
XOC G300,29.45,512,0.058,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Acer FA100,27.99,256,0.109,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black,289.95,6000,0.048,7200,128,3.5,SATA 6.0 Gb/s
HP S600,19.98,120,0.166,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Blue,160,6000,0.027,5400,64,3.5,SATA 6.0 Gb/s
ADATA LEGEND 850 LITE,51.99,500,0.104,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte 4000E,,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 510,286.95,2000,0.143,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate ST2000DX001,,2000,,,64,3.5,SATA 6.0 Gb/s
Lenovo S4520,,7680,,SSD,,3.5,SATA 6.0 Gb/s
Kingston HyperX Fury,,240,,SSD,,2.5,SATA 6.0 Gb/s
Seagate NAS HDD,,2000,,5400,64,3.5,SATA 6.0 Gb/s
Samsung 850 Evo,,250,,SSD,,M.2-2280,M.2 SATA
Samsung MZVPV512HDGL-00000,139.99,512,0.273,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG SX6000 Pro,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Inland Premium,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force GE PRO AirFlow,220.99,2000,0.11,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital Red Pro,319.99,14000,0.023,7200,512,3.5,SATA 6.0 Gb/s
Silicon Power A55,19.98,256,0.078,SSD,,M.2-2280,M.2 SATA
Inland TN450,49.99,500,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung 860 Pro,249,512,0.486,SSD,512,2.5,SATA 6.0 Gb/s
OWC Aura Ultra IV,1094.99,8000,0.137,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Pipeline HD,,500,,5900,8,3.5,SATA 3.0 Gb/s
Silicon Power Silm S55,15.14,120,0.126,SSD,,2.5,SATA 6.0 Gb/s
Netac NV7000,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY XLR8 CS3030,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA Ultimate SU750,64,512,0.125,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG SPECTRIX S40G RGB,,4000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Z44A7Q,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Crucial M4,,128,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk Solid State Drive,,128,,SSD,,2.5,SATA 6.0 Gb/s
Kingston HyperX Fury,,120,,SSD,,2.5,SATA 6.0 Gb/s
Samsung MZVPV256HDGL-00000,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NM610,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Enterprise Capacity,163.49,8000,0.02,7200,256,3.5,SATA 6.0 Gb/s
ADATA Legend 850,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston KC600,99.95,1024,0.098,SSD,,mSATA,mSATA
Verbatim Vi3000,64.17,1000,0.064,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda,145.99,4000,0.036,5900,64,3.5,SATA 6.0 Gb/s
TEAMGROUP QX,,512,,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP600 PRO,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA LEGEND 850 LITE,124.99,2000,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Apacer AS2280P4,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue,64.5,500,0.129,SSD,,2.5,SATA 6.0 Gb/s
Kingston Fury Renegade with Heat Sink,64.99,500,0.13,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital VelociRaptor,,1000,,10000,64,3.5,SATA 6.0 Gb/s
Western Digital Blue,79.98,1000,0.08,,64,2.5,SATA 6.0 Gb/s
Verbatim Vi550,99.92,1000,0.1,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Green,150.54,480,0.314,SSD,,M.2-2280,M.2 SATA
Samsung 830,,128,,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP400,,8000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Apacer AS350 PANTHER,,512,,SSD,,2.5,SATA 6.0 Gb/s
Corsair MP510,,1920,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate SkyHawk Surveillance +Rescue,73,2000,0.036,5400,256,3.5,SATA 6.0 Gb/s
TEAMGROUP QX,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Sabrent Rocket,,1000,,SSD,,M.2-2242,M.2 PCIe 3.0 X4
Corsair MP400,,4000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 120,302.67,2000,0.151,SSD,,2.5,SATA 6.0 Gb/s
PNY CS1031,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black SN750,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP GX2,30.72,128,0.24,SSD,,2.5,SATA 6.0 Gb/s
MSI SPATIUM M461,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Acer Predator GM7,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Kingston A400,,120,,SSD,,M.2-2280,M.2 SATA
Apacer AS340 PANTHER,,240,,SSD,,2.5,SATA 6.0 Gb/s
Orico Y-20,,4000,,SSD,,2.5,SATA 6.0 Gb/s
TEAMGROUP GX2,89.99,2000,0.045,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red SN700,79.98,500,0.16,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red Plus,149.37,6000,0.025,5400,64,3.5,SATA 6.0 Gb/s
TEAMGROUP EX2,789.99,8000,0.099,SSD,,2.5,SATA 6.0 Gb/s
Crucial M500,99.99,240,0.417,SSD,,2.5,SATA 6.0 Gb/s
PNY CS2030,,240,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba HDD3B04,,1000,,7200,64,3.5,SAS 6.0 Gb/s
Hitachi Ultrastar He10,,10000,,7200,256,3.5,SATA 6.0 Gb/s
Samsung 860 Evo,,2000,,SSD,2048,M.2-2280,M.2 SATA
Kingston A1000,,240,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power A80,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda 510,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
HP EX900 Plus,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP AX2,,256,,SSD,,2.5,SATA 6.0 Gb/s
ADATA LEGEND 900,79.48,512,0.155,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf Pro,165,4000,0.041,7200,128,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,139.68,4000,0.035,7200,256,3.5,SATA 6.0 Gb/s
Western Digital Purple,64.5,1000,0.065,5400,64,3.5,SATA 6.0 Gb/s
Corsair MP600 CORE,389.25,2000,0.195,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Transcend TS16GSSD500,,16,,SSD,,2.5,SATA 3.0 Gb/s
MSI SPATIUM M480,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Timetec 30TT253X2,44.99,1000,0.045,SSD,,2.5,SATA 6.0 Gb/s
Lexar Professional NM800PRO w/Heatsink,149.99,1000,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4
SK Hynix SL308,65,250,0.26,SSD,,2.5,SATA 6.0 Gb/s
Integral M2,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf Pro NAS,249.99,10000,0.025,7200,256,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,,160,,7200,8,3.5,SATA 3.0 Gb/s
ADATA SU635,,480,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Black,,3000,,7200,64,3.5,SATA 6.0 Gb/s
Corsair Force MP500,,480,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Micron 1100,,256,,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X16,,12000,,7200,256,3.5,SATA 6.0 Gb/s
GOODRAM PX700,,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot P400 Lite,209.99,4000,0.052,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MG07ACA14TE,279.99,14000,0.02,7200,256,3.5,SATA 6.0 Gb/s
Integral M2,,1024,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Vulcan Z,,480,,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf,83.51,1000,0.084,5400,256,3.5,SATA 6.0 Gb/s
Western Digital RE4,65,1000,0.065,7200,64,3.5,SATA 3.0 Gb/s
Lexar NS100,69.99,512,0.137,SSD,,2.5,SATA 6.0 Gb/s
Intenso High Performance,36.01,480,0.075,SSD,,2.5,SATA 6.0 Gb/s
Integral M2,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Corsair MP700,289.99,2000,0.145,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Toshiba OCZ TR200,25.99,240,0.108,SSD,,2.5,SATA 6.0 Gb/s
Intel 545s,141.96,256,0.555,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte GP-GSM2NE3100TNTD,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Addlink A95,889.44,8000,0.111,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Green,,3000,,5400,64,3.5,SATA 3.0 Gb/s
Western Digital RE4,,2000,,7200,64,3.5,SATA 3.0 Gb/s
Crucial MX100,,512,,SSD,,2.5,SATA 6.0 Gb/s
Toshiba X300,,5000,,7200,128,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Delta Max RGB Lite,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,210.18,8000,0.026,7200,256,3.5,SATA 6.0 Gb/s
ADATA Legend 850,54.89,512,0.107,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Verbatim Vi5000,46.65,512,0.091,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Purple,94,4000,0.024,5400,64,3.5,SATA 6.0 Gb/s
Patriot P300,27.58,256,0.108,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 510,41.99,250,0.168,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte Gen3 2500E,183.71,2000,0.092,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 530 w/Heatsink,89.75,500,0.179,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Mushkin Tempest,63.99,1000,0.064,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Gold,306.7,8000,0.038,7200,256,3.5,SATA 6.0 Gb/s
SanDisk Ultra 3D,79.99,250,0.32,SSD,,2.5,SATA 6.0 Gb/s
Gigabyte GP-GSTFS31120GNTD,39.99,120,0.333,SSD,,2.5,SATA 6.0 Gb/s
Toshiba S300,115.98,2000,0.058,5400,128,3.5,SATA 6.0 Gb/s
Intel 600p,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial P1,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Netac NV3000,,250,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AORUS,,1000,,SSD,,PCIe,PCIe x4
XOC SP900,109,2000,0.054,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Addlink G55,119.44,1000,0.119,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Orico D10,59.99,1000,0.06,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA LEGEND 970,189.26,1000,0.189,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Timetec PINNACLE SD1-INDEX,117.99,2000,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4
SanDisk Extreme,49.99,500,0.1,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Gold,299.99,14000,0.021,7200,512,3.5,SATA 6.0 Gb/s
Sabrent Rocket 4 Plus G,324.99,2000,0.162,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Hitachi Ultrastar 7K4000,,4000,,7200,64,3.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,89,80,1.113,5400,8,2.5,SATA 1.5 Gb/s
HP EX920,,256,,SSD,256,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue SN550,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial BX100,,250,,SSD,,2.5,SATA 6.0 Gb/s
Sabrent Rocket,,4000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket,199.99,2000,0.1,SSD,,M.2-2242,M.2 PCIe 3.0 X4
Seagate FireCuda 530 w/Heatsink,655,4000,0.164,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force Cardea Z44L,,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung Spinpoint F2 EG,,1000,,5400,32,3.5,SATA 3.0 Gb/s
SanDisk Solid State Drive,,256,,SSD,,2.5,SATA 6.0 Gb/s
SanDisk Ultra II,259.95,960,0.271,SSD,,2.5,SATA 6.0 Gb/s
Toshiba XG5,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba XG5,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Create Classic,,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power A58,,1000,,SSD,,2.5,SATA 6.0 Gb/s
OCZ Agility 3,149.99,60,2.5,SSD,,2.5,SATA 6.0 Gb/s
Toshiba P300,84.42,2000,0.042,5400,256,3.5,SATA 6.0 Gb/s
Western Digital Purple,219.94,8000,0.027,7200,256,3.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,99.72,1000,0.1,7200,32,3.5,SATA 6.0 Gb/s
Patriot Viper VP4300,94.99,1000,0.095,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Lexar NQ100,24.99,240,0.104,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG SPECTRIX S40G RGB,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AORUS Gen5 10000,,2000,,SSD,4096,M.2-2280,M.2 PCIe 5.0 X4
Intel 600p,104,512,0.203,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Black SN750,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA Swordfish,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
MSI SPATIUM M480,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG SPECTRIX S20G,63.04,500,0.126,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital WD Blue,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Orico e7400,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Patriot Viper PV553,159.99,1000,0.16,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Patriot P300,94.07,1000,0.094,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red Plus,,1000,,5400,64,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,339.99,14000,0.024,7200,,3.5,SATA 6.0 Gb/s
Toshiba S300,79.9,1000,0.08,5700,64,3.5,SATA 6.0 Gb/s
Corsair Force MP500,,240,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
HP S700,109.99,1000,0.11,SSD,,2.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,199.99,600,0.333,10000,32,2.5,SATA 6.0 Gb/s
ADATA Premier SP550,,240,,SSD,,2.5,SATA 6.0 Gb/s
Kingston SSDNow UV400,,480,,SSD,,2.5,SATA 6.0 Gb/s
Corsair Neutron NX500,,800,,SSD,,PCIe,PCIe x1
PNY CS900,131.94,480,0.275,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S5,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
ADATA Swordfish,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
KingSpec NX-2280,,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
HP S700,69.98,500,0.14,SSD,,2.5,SATA 6.0 Gb/s
Intel Optane P1600X,,58,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Netac NV7000,,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-Force GE PRO Graphene,,2000,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Toshiba N300,328.99,18000,0.018,7200,,3.5,SATA 6.0 Gb/s
Integral Edge Gen5 w/ Heatsink,201.31,2000,0.101,SSD,,M.2-2280,M.2 PCIe 5.0 X4
Western Digital BLACK SN850 Call of Duty Edition,217,1000,0.217,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital WD_BLACK SN850P for PS5,109.99,1000,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 PRO,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP T-FORCE Z44A5,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP600 PRO,409.99,4000,0.102,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Blue,85.44,500,0.171,7200,16,3.5,SATA 3.0 Gb/s
Seagate Exos X14,230,10000,0.023,7200,256,3.5,SATA 6.0 Gb/s
ADATA XPG SX8100,149.82,512,0.293,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Apacer AS2280Q4U,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Intel Optane 905P,,380,,SSD,,M.2-22110,M.2 PCIe 3.0 X4
Kingston KC2500,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP EX2,,1000,,SSD,,2.5,SATA 6.0 Gb/s
Neo Forza NFS01,,240,,SSD,,2.5,SATA 6.0 Gb/s
HP S700,22.99,250,0.092,SSD,,2.5,SATA 6.0 Gb/s
ADATA LEGEND 700,,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Kingston KC1000,,960,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Seagate Barracuda XT,,3000,,7200,64,3.5,SATA 6.0 Gb/s
Toshiba N300,,6000,,7200,256,3.5,SATA 6.0 Gb/s
Seagate Lightsaber Collection FireCuda,,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
TEAMGROUP EX2,,512,,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Red Pro,260.75,8000,0.033,7200,256,3.5,SATA 6.0 Gb/s
Seagate FireCuda,65.25,500,0.131,,,2.5,SATA 6.0 Gb/s
ADATA Ultimate SU750,80,1000,0.08,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Green,42.11,240,0.175,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,59.99,640,0.094,7200,16,3.5,SATA 3.0 Gb/s
Micron 1100,279,2000,0.139,SSD,,2.5,SATA 6.0 Gb/s
Western Digital Scorpio Blue,,1000,,5200,8,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,,500,,5400,8,2.5,SATA 3.0 Gb/s
Samsung 830,,256,,SSD,,2.5,SATA 6.0 Gb/s
Seagate STCL4000400 Retail Kit,,4000,,,64,3.5,SATA 6.0 Gb/s
Seagate Momentus,,1000,,5400,8,2.5,SATA 6.0 Gb/s
Western Digital Black NVMe,,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Silicon Power P34A80,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Lexar NQ100,36.99,480,0.077,SSD,,2.5,SATA 6.0 Gb/s
Seagate Exos X22,,20000,,7200,512,3.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,299.99,16000,0.019,7200,256,3.5,SATA 6.0 Gb/s
TEAMGROUP T-FORCE G70 PRO Aluminum,271.99,4000,0.068,SSD,,M.2-2280,M.2 PCIe 4.0 X4
KingSpec XG7000,136.99,2000,0.068,SSD,,M.2-2242,M.2 PCIe 4.0 X4
Transcend TS64GSSD370S,46.99,64,0.734,SSD,,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S60 Blade,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Acer Predator GM3500,,1000,,SSD,1024,M.2-2280,M.2 PCIe 3.0 X4
PNY XLR8 CS3140 w/Heatsink,,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Lightsaber Collection FireCuda,,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Seagate Barracuda LP,104.99,2000,0.052,5900,32,3.5,SATA 3.0 Gb/s
PNY CS2130,129.99,1000,0.13,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Crucial MX200,,250,,SSD,,2.5,SATA 6.0 Gb/s
Samsung 750 EVO,,120,,SSD,,2.5,SATA 6.0 Gb/s
Inland Professional,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
SanDisk Ultra,,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Toshiba X300,,4000,,7200,256,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea A440 Pro,,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG GAMMIX S50 Core,,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Purple Pro,367.99,18000,0.02,7200,512,3.5,SATA 6.0 Gb/s
Western Digital Purple,72.62,2000,0.036,5400,,3.5,SATA 6.0 Gb/s
Lenovo 4XB0W79580,48.89,256,0.191,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,69.99,2000,0.035,5400,64,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,209,10000,0.021,7200,256,3.5,SATA 6.0 Gb/s
KingSpec XG7000 PRO,118.99,2000,0.059,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black SN750,309,2000,0.154,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Hitachi 7K1000.C,39.99,1000,0.04,7200,32,3.5,SATA 3.0 Gb/s
Lexar PLAY,869.53,8000,0.109,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY XLR8 CS3030,229.99,2000,0.115,SSD,,M.2-2280,M.2 PCIe 3.0 X4
Sabrent Rocket Q4,,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
PNY XLR8 CS3140 w/Heatsink,607.17,2000,0.304,SSD,,M.2-2280,M.2 PCIe 4.0 X4
Samsung Spinpoint M8,,1000,,5400,8,2.5,SATA 3.0 Gb/s
Western Digital AV-GP,18.98,250,0.076,5400,16,3.5,SATA 3.0 Gb/s
