name,price,style,switches,backlit,tenkeyless,connection_type,color
Das Keyboard 6 Professional,199,Standard,Cherry MX Blue,White,false,Wired,Black
Adesso WKB-1100BB,24.85,Standard,,,true,Bluetooth Wireless,Black
AZIO IZO,90.96,Standard,Gateron Red,,true,"Wired, Bluetooth Wireless",Black / Gray
SteelSeries Apex Pro Mini Wireless,,Gaming,SteelSeries OmniPoint 2.0,RGB,true,"Wireless, Bluetooth Wireless",Black
Lenovo 4Y41K04031,34.99,Standard,,,false,"Wired, Wired, Wireless, Bluetooth Wireless",Black
Logitech MK295 Silent,,Standard,,,false,"Wired, Wireless",Black
IQUNIX F97 Hitchhiker,,Gaming,Cherry MX Blue,RGB,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
IQUNIX A80 Explorer,,Gaming,Cherry MX Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Orange
IQUNIX L80 Formula,,Gaming,Cherry MX Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Black
Cherry MX 10.0N,155.36,Slim,Cherry MX Low Profile Speed Silver,RGB,false,Wired,Black
Cherry MX 10.0N,,Slim,Cherry MX Low Profile Speed Silver,RGB,false,Wired,Black
Cherry MX 10.0N,,Slim,Cherry MX Low Profile Speed Silver,RGB,false,Wired,Black
Logitech G515 LIGHTSPEED,,Gaming,GL Tactile V2,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech Signature K650,,Standard,,,false,"Wireless, Bluetooth Wireless",White
Logitech G915 X LIGHTSPEED,,Gaming,Logitech Low-Profile GL Tactile,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
Keychron Q1 HE QMK PBT,,Standard,Gateron Nebula,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / White
Keychron Q3 HE QMK,,Standard,Gateron Nebula,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / White
Keychron Q5 HE QMK,,Standard,Gateron Nebula,RGB,false,"Wired, Wireless, Bluetooth Wireless",White / Green
WOBKEY Crush 80 Reboot Pro,,Standard,Kailh Cocoa,RGB,true,"Wired, Wireless, Bluetooth Wireless",Blue / White
YEYIAN Asward 3000,49.99,Gaming,Outemu Red,RGB,false,Wired,Black
Rosewill BLITZ K50 RGB,69,Gaming,Outemu Blue,RGB,false,Wired,Black / Silver
Cherry G84-4100LCMUS-2,73.86,Slim,Cherry ML,,false,Wired,Black
HP 350,24.99,Standard,,,true,Bluetooth Wireless,Black
Adesso AKB-139EB,,Gaming,,Blue,false,Wired,Black
Mad Catz The Authentic S.T.R.I.K.E. 2,62.67,Gaming,,Multicolor,false,Wired,Black
Deco Gear DGMECHBRD100,59.99,Gaming,Outemu Blue,RGB,false,Wired,Black
Kinesis Gaming Freestyle Pro Quiet,169,Ergonomic Split,Cherry MX Silent Red,,true,Wired,Black
Cooler Master CK720 UK,,Gaming,Kailh Box White V2,RGB,true,Wired,Gray / Black
Cooler Master CK720 US,49.95,Gaming,Kailh Box White V2,RGB,true,Wired,Silver / White
Adesso AKB-131PB,16.87,Standard,,,false,Wired,Black
Kensington Pro Fit Wireless Media Desktop Set,42.32,Ergonomic,,,false,Wireless,Black
HP QY776AA,53,Standard,,,false,Wired,Black
Adesso AKB-138EB,33.02,Gaming,,RGB,false,Wired,Black
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Corsair K70 MAX RGB FR,,Gaming,Corsair MGX Steel Grey,RGB,false,Wired,Black
Cooler Master SK622,97.04,Gaming,TTC Blue Low Profile,RGB,true,"Wired, Bluetooth Wireless",Black
Adesso AKB-150UB,44.4,Ergonomic,,,false,Wired,Black
Verbatim 70739,25.72,Mini,,,true,Wireless,Black
Logitech PRO X 60,125.99,Mini,Logitech GX Red Linear,RGB,true,"Wired, Wireless, Bluetooth Wireless",Pink
Logitech G915 X LIGHTSPEED,,Gaming,Logitech Low-Profile GL Tactile,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G515,,Gaming,Logitech Low-Profile GL Tactile,RGB,true,Wired,Black
Logitech PRO X RAPID,,Gaming,Logitech Magnetic Analog,RGB,true,Wired,White
HP BV813AA#ABA,19.98,Standard,,,false,Wired,Silver
Adesso WKB-3100UB,39.99,Mini,,,true,Wireless,Black
Cherry G84-5500LUMEU-0,269.85,Standard,,,false,Wired,Gray
Adesso ACK-595,29.99,Mini,,,true,Wired,White
Lenovo Preferred Pro USB Keyboard,,Standard,,,false,Wired,Black
matias Tactile Pro for Mac,,Standard,ALPS Clicky Simplified White,,false,Wired,White
Perixx PERIBOARD-407B,19.98,Mini,,,false,Wired,Black
Perixx PERIBOARD-510H PLUS,49.99,Mini,,,false,Wired,Black
Corsair Raptor K40,204.99,Gaming,,RGB,false,Wired,Black / Silver
Microsoft Desktop 900,258.02,Standard,,,false,Wireless,Black
Corsair K63 Lapboard Combo (MX Red w/Blue LED),,Gaming,Cherry MX Red,Blue,true,Wireless,
Rosewill NEON K90 RGB BR,159.99,Gaming,Kailh Brown,RGB,false,Wired,Black
SIIG JK-WR0T12-S1,24.63,Standard,,,false,Wireless,Black
Keychron C1 Pro V1 Hotswap,,Standard,Keychron K Pro Brown,RGB,true,Wired,Black / Gray
Ducky ONE 3 AURA,,Gaming,Cherry MX Blue RGB,RGB,false,Wired,Black
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Corsair K55 CORE RGB,,Gaming,,RGB,false,Wired,Black
Cooler Master CK550 V2,,Gaming,TTC Red,RGB,false,Wired,Black
IQUNIX A80 Explorer,,Gaming,Cherry MX Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Orange
Logitech Signature K650,,Standard,,,false,"Wireless, Bluetooth Wireless",Black
Keychron K5 Max,114.99,Standard,Gateron Low-Profile Red,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Logitech G915 LIGHTSPEED TKL,,Gaming,Logitech Low-Profile GL Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G915 X LIGHTSPEED,,Gaming,Logitech Low-Profile GL Tactile,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G915 X LIGHTSPEED,,Gaming,Logitech Low-Profile GL Clicky,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
Keychron Q1 QMK V2 Knob,209,Mini,Gateron G Pro Blue,,true,Wired,Silver / Yellow
HP DT528AT#ABA,,Standard,,,false,Wired,Black / Silver
Logitech K200,47.73,Standard,,,false,Wired,Black
Microsoft Keyboard 200,48.99,Standard,,,false,Wired,Black
Microsoft SideWinder X6,,Standard,,Red / Amber,false,Wired,Black
Logitech K750,,Slim,,,false,Wireless,Black
Logitech Call of Duty: MW3 Edition,,Gaming,,Green,false,Wired,Black
Cherry G84-4100LCMUS-0,75,Slim,Cherry ML,,false,Wired,Gray
Rosewill RK-9000,,Standard,Cherry MX Blue,,false,Wired,Black
Microsoft B2L-00002,308.03,Ergonomic,,,false,Wired,Black
Adesso AKB-131HB,19.98,Standard,,,false,Wired,Black
Cherry G83-6644LUAEU-2,,Standard,,,false,Wired,Black
Cherry Ultraslim 4400 Series,162.5,Slim,Cherry ML,,false,Wired,Black
Das Keyboard Model S Professional,129,Standard,Cherry MX Blue,,false,Wired,Black
A4Tech G800V,,Gaming,,,false,Wired,Black
Asus U3000 Keyboard,,Mini,,,false,Wired,Black
Microsoft Wedge Mobile Keyboard For Business,229.99,Mini,,,true,Bluetooth Wireless,Black
Filco Ninja Majestouch-2,,Standard,Cherry MX Red,,false,Wired,Black
Happy Hacking Professional 2,,Mini,Topre 45g,,true,Wired,Gray
Razer BlackWidow Tournament Edition,,Gaming,Cherry MX Blue,,true,Wired,Black
ROCCAT Isku FX,,Gaming,,Multicolor,false,Wired,Black
Corsair Vengeance K70,,Gaming,Cherry MX Red,Blue,false,Wired,Silver
Ducky DK9008 Shine II,,Gaming,Cherry MX Red,White,false,Wired,Pink / White
Logitech G510s,,Gaming,,Multicolor,false,Wired,Black
Logitech G19s,,Gaming,,,false,Wired,Black
Dell KM632,153,Standard,,,false,Wireless,Black
Logitech Desktop MK120-TAA LOG920004218,45,Standard,,,false,Wired,Black
Cooler Master CM Storm QuickFire XT,,Slim,Cherry MX Red,,false,Wired,Black
Ergoguys Wireless Keyboard Multimedia With Trackball,,Ergonomic,,,false,Wireless,Black
Saitek Eclipse II,,Gaming,,Multicolor,false,Wired,Black
Ducky DK9008G2PRO-AUSPHS,,Gaming,Cherry MX Black,,false,Wired,Black / Blue
Vortex POKER,,Mini,Cherry MX Red,,true,Wired,Black
Ducky Zero Shine Blue LED Keyboard,,Gaming,Cherry MX Brown,Blue,false,Wired,Black
Cooler Master CM Storm QuickFire XT,,Slim,Cherry MX Green,,false,Wired,Black
Dell 469-4060,,Standard,,,false,Wired,Black
Vortex KBT RACE TKL,,Mini,Cherry MX White,,false,Wired,Black
HP PS/2 Keyboard (QY774AA),,Standard,,,false,Wired,Black
Perixx PX-1000,,Gaming,,Red,false,Wired,Black
Dell Alienware TactX,,Gaming,,Multicolor,false,Wired,Black / Silver
Genius KB-110X,,Standard,,,false,Wired,Black
Cherry G80-3850LYBGB-2,,Standard,Cherry MX Red,,false,Wired,Black
Logitech K270,,Gaming,,,false,Wireless,Black
Thermaltake KNUCKER Plunger,,Standard,,,false,Wired,Black
Asus STRIX TACTIC PRO,,Gaming,Cherry MX Brown,Orange,false,Wired,Black
Microsoft Designer Bluetooth Desktop,199.99,Slim,,,false,Bluetooth Wireless,Black
AZIO HUE,,Slim,,,false,Wireless,Pink
Ducky ONE,,Standard,Cherry MX Brown,Blue,false,Wired,Black
Logitech MX800,,Standard,,White,false,Wireless,Black
Filco Majestouch 2,,Standard,Cherry MX Blue,,false,Wired,Black
Microsoft Digital Media Pro,,Ergonomic,,,false,Wired,Black / Silver
Corsair K70,,Gaming,Cherry MX Blue,Red,false,Wired,Black
Corsair K70 RGB,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Microsoft 850,,Standard,,,false,Wireless,Black
Thermaltake Poseidon Z,,Gaming,Kailh Blue,Blue,false,Wired,Black
Razer BlackWidow Ultimate Stealth,,Gaming,Razer Orange,Green,false,Wired,Black
Redragon S102,,Gaming,,Multicolor,false,Wired,Black / Red
Xtrfy XG1-R-LED-UK,,Standard,Cherry MX Red,White,false,Wired,Black
Cooler Master Devastator II,,Gaming,,Red,false,Wired,Black
Razer Turret Lapboard,,Slim,,,true,Wireless,Black / Green
Varmilo VA87MNN/EBW3,,Standard,Cherry MX Brown,,true,Wired,Black / White
Asus Cerberus,,Gaming,,Red / Blue,false,Wired,Black
1STPLAYER FIRE ROSE MK3,,Gaming,Outemu Blue,RGB,false,Wired,White
Glorious Glorious Gaming,,Gaming,Gateron Brown,Red,false,Wired,Black
Nixeus MK-RD15,,Gaming,Kailh Red,,true,Wired,Black / Gray
Asus ROG Claymore Core,,Gaming,Cherry MX Red,RGB,true,Wired,Black
Corsair K95 RGB PLATINUM DE,,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
Asus ROG Claymore,,Gaming,Cherry MX Brown,RGB,false,Wired,Black
Trust GXT 280,,Gaming,,Multicolor,false,Wired,Black
ROCCAT SOVA MK,,Gaming,TTC Brown,Blue,true,Wired,Black
Rosewill NEON K51B,,Gaming,,RGB,false,Wired,Black
Gigabyte FORCE K83,,Standard,Cherry MX Red,,false,Wired,Black
Logitech K780,64.98,Slim,,,false,Wireless,Black
Razer Blackwidow Tournament Edition Stealth,,Gaming,Razer Orange,White,true,Wired,Black
Cougar DEATHFIRE,,Gaming,,Multicolor,false,Wired,Black
Cooler Master MasterKeys Pro M White (MX Brown),,Standard,Cherry MX Brown,White,false,Wired,Black
Cooler Master MasterKeys Pro M White (MX Red),250.14,Standard,Cherry MX Red,White,false,Wired,Black
SteelSeries Apex M500,,Standard,Cherry MX Red,Blue,false,Wired,Black
Logitech G513 Carbon,,Gaming,Romer-G Linear,RGB,false,Wired,Black
SteelSeries Apex M750 TKL RGB,,Gaming,SteelSeries QX2 Red,RGB,true,Wired,Black
HAVIT HV-KB390L,,Gaming,Kailh Blue,Blue,true,Wired,Black
Tecware Phantom RGB TKL,,Gaming,Outemu Red,RGB,true,Wired,Black
Ducky One 2 RGB,,Standard,Cherry MX Silent,RGB,false,Wired,Black
Velocifire TKL02,,Standard,Outemu Brown,White,true,Wired,Black
Ducky ONE2 SKYLINE,,Gaming,Cherry MX Brown,,true,Wired,Black
Ducky One 2 (MX Brown),,Gaming,Cherry MX Brown,Blue,false,Wired,Black
AUKEY KM-G9,,Standard,Outemu Blue,,true,Wired,Black
Velocifire VM01,,Standard,Outemu Brown,White,false,Wired,Black
GAMDIAS Hermes M3,,Gaming,Kailh Blue Low Profile,RGB,true,Wired,Black
Cooler Master SK621,,Slim,Cherry MX Low Profile Red,RGB,true,Bluetooth Wireless,Black
Drevo Tyrfing V2,,Gaming,Outemu Red,RGB,false,Wired,Black
Drevo BladeMaster TE RGB,,Gaming,Gateron Red,RGB,true,Wired,Black
Drevo BladeMaster PRO,,Gaming,Cherry MX Red,RGB,true,Wireless,Gray
iKBC CD108,,Gaming,Cherry MX Black,,false,Wired,Black
Aula Dzi SI-862,,Gaming,,Multicolor,false,Wired,Black
MSI Vigor GK60,,Gaming,Cherry MX Red,Red,false,Wired,Black
HP Slim,59.99,Slim,,,false,Wireless,Black
Verbatim 99788,26.11,Standard,,,false,Wireless,Black
Trust GXT 860 Thura,,Gaming,,RGB,false,Wired,Black
ROCCAT Horde AIMO,,Gaming,,RGB,false,Wired,Gray
ROCCAT Vulcan 80,,Gaming,Roccat Titan Brown,Blue,false,Wired,Black
Rosewill NEON K42,69.98,Gaming,,RGB,false,Wired,Black
FNATIC miniSTREAK RGB,,Gaming,Cherry MX Red,RGB,true,Wired,Black
Cooler Master CK550,,Gaming,Gateron Red,RGB,false,Wired,Black
Hcman Hcman H02,,Gaming,CK Blue,Multicolor,true,Wired,Black
Kensington Pro Fit Ergo,51.05,Ergonomic,,,false,Wireless,Gray
Cougar ULTIMUS RGB,,Gaming,TTC Red,RGB,false,Wired,Black
Cherry MX Board 5.0,,Gaming,Cherry MX Silent Red,White,false,Wired,Black / Silver
Ducky Ducky One 2 SF RGB,,Gaming,Cherry MX Speed Silver,RGB,true,Wired,Black
Ducky Ducky One 2 SF RGB,,Gaming,Cherry MX Brown,RGB,true,Wired,Black
Redragon K555-RGB,,Gaming,Outemu Blue,RGB,false,Wired,Black
Ducky Ducky One 2,,Gaming,Cherry MX Red,Blue,true,Wired,White
Leopold FC750R Black PD,,Standard,Cherry MX Brown,,false,Wired,Black
Mistel BAROCCO MD770,,Ergonomic,Cherry MX Red,RGB,true,Wired,Black
Cherry MX BOARD 1.0 BACKLIGHT,,Standard,Cherry MX Silent Red,White,false,Wired,Black
Kinesis Gaming Freestyle Edge,199,Ergonomic Split,Cherry MX Blue,RGB,true,Wired,Black
Tempest Combo 3000,,Gaming,,RGB,false,Wired,Black
Asus TUF Gaming K7,,Gaming,Optical-mech Linear,RGB,false,Wired,Black
Tecware Tecware Phantom L,,Gaming,Outemu Brown,RGB,true,Wired,Black / Silver
Das Keyboard 5QS,199,Gaming,Gamma Zulu Tactile,RGB,false,Wired,Black
Corsair K70 RGB PRO,,Gaming,Cherry MX Silent,RGB,false,Wired,Black
NZXT Function MiniTKL,,Gaming,Gateron Red,RGB,true,Wired,White / Black
Cooler Master SK653,,Gaming,TTC Blue Low Profile,RGB,false,Bluetooth Wireless,White / Silver
Keychron K2 Hot-swappable,,Gaming,Gateron Red,RGB,true,Wireless,Black / White
Keychron C2,,Standard,Gateron G Pro Blue,White,false,Wired,Black / White
Corsair K70 RGB PRO,,Gaming,Corsair OPX,RGB,false,Wired,White
Logitech G715,,Gaming,GX Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech MX KEYS MINI,,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Gray
Logitech MX KEYS MINI,94.99,Mini,,,true,"Wired, Wireless, Bluetooth Wireless",Pink
Razer BlackWidow V4 Pro,,Gaming,Razer Green,RGB,false,Wired,Black
Redragon KALA K557,,Gaming,Outemu Blue,RGB,false,Wired,Black
Keychron K8,,Standard,Gateron G Pro Brown Hot-swappable,RGB,true,"Wired, Bluetooth Wireless",Black / Gray
Cooler Master CK720 IT,,Gaming,Kailh Box Red V2,RGB,true,Wired,Gray / Black
Corsair K70 MAX RGB ND,,Gaming,Corsair MGX Steel Grey,RGB,false,Wired,Black
Keychron C1 Pro V1,,Standard,Keychron K Pro Brown,White,true,Wired,Black / Gray
Ducky ONE 3,,Gaming,Cherry MX Clear RGB,RGB,false,Wired,White
Keychron K6,,Standard,Gateron G Pro Blue Hot-swappable,White,true,"Wired, Bluetooth Wireless",Black / Gray
Keychron Q1 Pro,,Standard,Keychron K Pro Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Razer Huntsman V3 Pro Mini,,Mini,Razer Analog Optical Switch Gen-2,RGB,true,Wired,Black
Keychron Lemokey L3,,Standard,Gateron Jupiter Red,,true,Wireless,Black / Red
Keychron K3 Max,,Standard,Gateron Low-Profile Red,White,true,"Wired, Bluetooth Wireless",Gray
Keychron K3 Max,,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Gray
Keychron K1 Pro,,Standard,Gateron Low-Profile Red (Hot-Swappable),RGB,true,"Wired, Bluetooth Wireless",Black / Red
Keychron K3 Pro,,Standard,Gateron Low-Profile Brown,White,true,"Wired, Bluetooth Wireless",Black
Keychron K3 Pro,,Standard,Gateron Low-Profile Brown,RGB,true,"Wired, Bluetooth Wireless",Black
Keychron K5 Pro,,Gaming,Gateron Low-Profile Blue,White,false,"Wired, Bluetooth Wireless",White
Keychron K5 Pro,,Gaming,Gateron Low-Profile Brown,White,false,"Wired, Bluetooth Wireless",White
Keychron K5 Pro,,Gaming,Gateron Low-Profile Brown,RGB,false,"Wired, Bluetooth Wireless",White
Keychron K17 Pro,,Standard,Gateron Low-Profile Red,RGB,false,"Wired, Bluetooth Wireless",Black / Red
Razer Ornata V3,,Gaming,,RGB,true,Wired,Black
Razer Ornata V3,,Gaming,,RGB,true,Wired,Black
Cooler Master CK721,,Gaming,TTC Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black / Gray
Keychron K7,,Slim,Gateron Low-Profile Red (Hot-Swappable),White,true,"Wired, Bluetooth Wireless",Black / Gray
Asus ROG Strix Scope,,Gaming,ROG NX Red,RGB,true,"Wired, Wireless, Bluetooth Wireless",
ADATA XPG SUMMONER,,Gaming,Cherry MX Speed Silver,RGB,false,,Black
AZIO IZO,99.99,Standard,Gateron Blue,,true,"Wired, Bluetooth Wireless",White / Gold
Thermaltake ARGENT K5 RGB,179.99,Gaming,Cherry MX Blue,RGB,false,Wired,Silver / Black
Thermaltake Level 20 RGB,149.99,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Black
Kensington K75506US,38.95,Standard,,,true,Wired,Black
Targus AKB864US,29.99,Slim,,,false,Bluetooth Wireless,Black
Targus AKB869US,26.05,Slim,,,false,Bluetooth Wireless,Black
Lenovo 4X31K03931,83.56,Standard,,,false,"Wired, Wired, Wireless, Bluetooth Wireless",Black
Logitech K380,,Standard,,,true,Bluetooth Wireless,White
NZXT Function 2,,Gaming,NZXT Swift Optical 40g,RGB,true,"Wired, Wired",Black
IQUNIX OG80 Dark Side,,Gaming,IQUNIX Moonstone Turbo,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
IQUNIX ZX75 Dark Side RS,189.99,Gaming,TTC Gold Pink,RGB,true,"Wired, Wireless, Bluetooth Wireless",Translucent Black
IQUNIX ZX75 Dark Side RS,199.99,Gaming,TTC Speed Silver,RGB,true,"Wired, Wireless, Bluetooth Wireless",Translucent Black
IQUNIX ZX75 Dark Side RS,189.99,Gaming,IQUNIX Moonstone Turbo,RGB,true,"Wired, Wireless, Bluetooth Wireless",Translucent Black
IQUNIX ZX75 Dark Side,189.99,Gaming,TTC Gold Pink,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
IQUNIX F97 Hitchhiker,,Gaming,Cherry MX Brown,RGB,false,"Wired, Wireless, Bluetooth Wireless",White / Gray
IQUNIX L80 Formula,,Gaming,Cherry MX Brown,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Black
IQUNIX L80 Formula,,Gaming,Cherry MX Brown,,true,"Wired, Wireless, Bluetooth Wireless",White / Black
ENDORFY Thock,,Gaming,Kailh Red,RGB,true,Wired,Black
ENDORFY Thock,,Gaming,Kailh Brown,RGB,true,Wired,Black
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X 60,,Mini,Logitech GX Brown Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",White
Logitech G515 LIGHTSPEED,,Gaming,GL Tactile V2,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Womier SK75,,Mini,Womier Mint Blizzard Linear,RGB,false,"Wired, Wireless, Bluetooth Wireless",Green / White
Keychron Q6 Max QMK/VIA,,Standard,Gateron Jupiter Brown,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / White
Keychron Q6 Max QMK/VIA,,Standard,Gateron Jupiter Banana,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black / White
Logitech G915 X,,Gaming,Logitech GL Tactile,RGB,false,Wired,Black
Logitech G915 X,,Gaming,Logitech GL Tactile,RGB,false,Wired,Black
Logitech G915 LIGHTSPEED TKL,,Gaming,Logitech Low-Profile GL Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G915 LIGHTSPEED TKL,,Gaming,Logitech Low-Profile GL Linear,RGB,true,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G915 LIGHTSPEED TKL,,Gaming,Logitech Low-Profile GL Tactile,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Silver
Logitech G915 X LIGHTSPEED,,Gaming,Logitech Low-Profile GL Tactile,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G915 X LIGHTSPEED,,Gaming,Logitech Low-Profile GL Linear,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G915 X LIGHTSPEED,,Gaming,Logitech Low-Profile GL Tactile,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
Logitech G915 X LIGHTSPEED,,Gaming,Logitech Low-Profile GL Clicky,RGB,false,"Wired, Wireless, Bluetooth Wireless",Black
Logitech PRO X RAPID,,Gaming,Logitech Magnetic Analog,RGB,true,Wired,White
ADATA XPG Sorcerer Mini,,Mini,XPG Red,RGB,true,Wired,Black
Ducky One 3 w/ Quack Mechanics,,Gaming,Cherry MX Silent Red,RGB,true,Wired,Black
DrunkDeer G65,117.99,Gaming,,RGB,true,Wired,Black / Red
Keychron Q1 QMK V2 Knob,,Mini,Gateron G Pro Red,,true,Wired,Black / Gray
Keychron Q1 QMK V2 Knob,,Mini,Gateron G Pro Brown,,true,Wired,Black
Keychron Q1 QMK V2 Knob,,Mini,Gateron G Pro Brown,,true,Wired,Blue / Teal
Keychron Q1 QMK V2 Knob SE,,Mini,Gateron G Pro Brown,,true,Wired,Red
Keychron K5 QMK V2,,Gaming,Keychron Red Low Profile MX 2.0 (Hot-Swappable),RGB,false,"Wired, Bluetooth Wireless",Black / Gray
WOBKEY Crush 80 Reboot Pro,,Standard,Kailh Cocoa,RGB,true,"Wired, Wireless, Bluetooth Wireless",White / Purple
HP Link-5,32.99,Slim,,,false,Wireless,Black
Logitech POP Keys Blast,65.9,Mini,TTC Brown,,true,"Wireless, Bluetooth Wireless",Yellow / Black
Logitech G915 X,,Gaming,Logitech GL Linear,RGB,false,Wired,Black
Logitech K360,79.98,Slim,,,false,Wireless,Silver
Das Keyboard 4 Professional,179,Standard,Cherry MX Blue,,false,Wired,Black / Red
Kinesis Gaming Freestyle2 Blue,99,Ergonomic Split,,,true,"Wired, Bluetooth Wireless",Black
Thermaltake ARGENT K5 RGB,189.99,Gaming,Cherry MX Speed Silver,RGB,false,Wired,Silver / Black
Logitech MK295 Silent,,Standard,,,false,"Wired, Wireless",White
Microsoft N9Z-00001,,Slim,,,true,Wireless,Black
Nixeus MK-BN15,,Gaming,Kailh Brown,,true,Wired,Black / Gray
Rosewill NEON K51W,105,Gaming,,RGB,false,Wired,White
Cooler Master SK630,101.5,Gaming,Cherry MX Low Profile Red,RGB,true,Wired,Black
HP Pavilion 500,129.97,Gaming,Gateron Red,Multicolor,false,Wired,Black
Corsair K70 CORE,,Gaming,Corsair MLX Red Linear,RGB,false,Wired,Black
Logitech MK295 Silent,,Standard,,,false,"Wired, Wireless",White
YEYIAN Flare 2000,45.99,Gaming,Outemu Blue,RGB,false,Wired,Black
Logitech MX Mechanical,,Slim,Kailh Choc V2 Brown,White,false,Wireless,Black / Gray
Microsoft Wireless Desktop 2000,149.99,Ergonomic,,,false,Wireless,Black
Cherry G80-11900LUMEU-0,132.68,Mini,Cherry MX Black,,false,Wired,Gray
IOGEAR Smart Card Reader Keyboard (TAA Compliant),37.99,Standard,,,false,Wired,Black
Kensington K72436AM,18.98,Standard,,,false,Wired,Black
Logitech K750,189,Slim,,,false,Wireless,Black
Thermaltake Knucker Team DK Edition,34.98,Gaming,,,false,Wired,Red / White
Ducky One 2 RGB,,Standard,Cherry MX Blue,RGB,false,Wired,Black
DROP CTRL,,Gaming,Kailh Silver Speed,RGB,true,Wired,Silver / Black
