name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Sony MDR-AS20J,,Earbud,"18,22",false,false,Closed,Black
Sony MDR-E828LP/SLV,,Earbud,"12,22",false,false,Closed,Black / Silver
Sony MDR-EX10LP/DPK,,In Ear,"8,22",false,false,Closed,Pink
Sony MDR-IF245RK,,Supra-aural,"10,24",false,false,Closed,Black
Sony MDR-J10/BLUE,,Earbud,"20,20",false,false,Closed,Blue
Sony MDR-J10/BLUE,,Earbud,"20,20",false,false,Closed,Green
Sony MDR-MA300,,Supra-aural,"10,24",false,false,Open,Black
Sony MDR-NC22/BLK,,Earbud,"8,22",false,false,Closed,Black / Silver
Sony MDR-NC7/BLK,,Supra-aural,"30,20",false,false,Open,Black / Silver
Sony MDR-Q68LW,,Supra-aural,"16,24",false,false,Closed,Black
Sony MDR-RF810RK,,Circumaural,"20,20",false,true,Closed,Black
Sony MDR-V250V,,Supra-aural,"18,22",false,false,Closed,Black
Sony MDR-W08L,,Earbud,"20,20",false,false,Closed,Black
Sony MDR-X05/BR,,Supra-aural,"4,24",false,false,Closed,Red / Black
Sony MDR-X05/RB,,Supra-aural,"4,24",false,false,Closed,Black / Red
Sony MDR-X05/WS,,Supra-aural,"4,24",false,false,Closed,White
Sony MDR-X10/RED,,Supra-aural,"3,29",false,false,Closed,White / Red
Sony MDR-XD100,,Circumaural,"12,22",false,false,Closed,Black / Silver
Sony MDR-XD200,,Supra-aural,"10,22",false,false,Closed,Black / Silver
Sony MDR-ZX300/BLK,,Supra-aural,"10,24",false,false,Closed,Black
Sony MDR-ZX500,,Circumaural,"8,25",false,false,Closed,Black
Sony MDR-ZX600/WHI,,Supra-aural,"6,25",false,false,Closed,White
Sony MDR-ZX700,,Supra-aural,"5,40",false,false,Closed,Black
Sony MDR210LP,,Supra-aural,"14,20",false,false,Closed,Black
Sony MDR222KD/PIN,,Supra-aural,"14,20",false,false,Closed,Pink / Black
Sony MDR-570LP/BLK,,Supra-aural,"12,22",false,false,Closed,Black
Sony MDR-770LP,,Supra-aural,"12,24",false,false,Closed,Black
Sony MDRAS200/ORG,,Earbud,"17,22",false,false,Closed,Black / Orange
Sony MDRAS200B,,Earbud,"17,22",false,false,Closed,Black
Sony MDRAS200BL,,Earbud,"17,22",false,false,Closed,Black / Blue
Sony MDRAS200G,,Earbud,"17,22",false,false,Closed,Black / Green
Sony MDRAS200O,,Earbud,"17,22",false,false,Closed,Black / Orange
Sony MDRAS200PK,,Earbud,"17,22",false,false,Closed,Pink / Black
Sony MDRAS200W,,Earbud,"17,22",false,false,Closed,White
Sony MDRAS20J/WHI,,Earbud,,false,false,Closed,White
Sony MDR-XB500,,Supra-aural,"4,24",false,false,Closed,Black / Silver
Sony MDRAS30G,,Supra-aural,"14,23",false,false,Closed,Black / Silver
Sony MDRAS35W,,In Ear,"18,22",false,false,Closed,Black / Silver
